rec,card,era,flags,cfg,k,target,size,theta_unit,tier,occl,walking,stress,window_src,reliable,lcs,has_window,win_start_rel,win_end_rel,n_finals,n_obj_finals,n_acc,n_acc_e2,outcome_first,first_obj,first_lat_end,first_lat_start,first_lat_stare,first_share,first_capture,first_A,first_p_none,first_dur,outcome_any,any_correct,any_wrong,flip_wrong_then_correct,flip_correct_then_wrong,wrong_objs,first_e2,ungated_first,ungated_majority,ungated_majority_obj,ungated_majority_dur,gated_majority,gated_majority_obj,gated_majority_dur,best_target_capture,best_wrong_capture,best_target_share,best_wrong_share,dist_m
2026_08_16/s2,s2,v7,,selfcal,11,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,87.39,93.38,5,5,5,5,correct,球M,1.73,1.3,-0.96,0.988,1.667,0.003,0.724,0.43,correct_only,1,0,0,0,,correct,correct,correct,球M,3.52,correct,球M,3.52,1.877,,1.0,,2.39
2026_08_16/s2,s2,v7,,selfcal,12,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,94.54,100.51,3,3,3,2,correct,球L,3.72,-0.84,1.05,0.618,0.748,0.151,0.771,4.56,correct_only,1,0,0,0,,correct,correct,correct,球L,5.97,correct,球L,5.97,0.781,,0.618,,2.47
2026_08_16/s2,s2,v7,,selfcal,13,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,101.67,107.63,3,3,3,3,correct,球M,3.45,3.01,0.79,1.0,1.468,0.0,0.76,0.43,correct_only,1,0,0,0,,correct,correct,correct,球M,2.65,correct,球M,2.65,1.809,,1.0,,2.4
2026_08_16/s2,s2,v7,,selfcal,14,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,108.79,114.8,3,3,2,1,correct,球L,4.47,0.78,1.76,0.447,0.728,0.359,0.692,3.68,correct_only,1,0,0,0,,correct,correct,correct,球L,4.55,correct,球L,4.55,0.77,0.256,0.562,0.189,2.47
2026_08_16/s2,s2,v7,,selfcal,15,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,115.96,121.97,3,3,3,3,correct,球L,2.75,1.51,0.04,0.5,0.873,0.364,0.67,1.25,mixed,1,1,0,1,球M,correct,correct,correct,球L,2.55,correct,球L,2.55,0.873,0.594,0.509,0.604,2.46
2026_08_16/s3,s3,v7,,selfcal,1,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,18.24,23.94,4,4,4,4,correct,球M,2.43,1.83,0.03,1.0,0.318,0.0,0.971,0.6,correct_only,1,0,0,0,,correct,correct,correct,球M,2.55,correct,球M,2.55,0.651,,1.0,,3.45
2026_08_16/s3,s3,v7,,selfcal,2,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,25.1,30.88,2,2,2,2,correct,球L,2.69,-0.83,0.21,0.627,0.388,0.137,0.932,3.52,correct_only,1,0,0,0,,correct,correct,correct,球L,5.69,correct,球L,5.69,0.388,,0.668,,3.35
2026_08_16/s3,s3,v7,,selfcal,3,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,32.04,37.86,2,2,1,1,correct,球L,5.14,1.13,2.62,0.705,0.396,0.157,0.938,4.01,correct_only,1,0,0,0,,correct,correct,correct,球L,4.55,correct,球L,4.01,0.396,,0.756,,3.35
2026_08_16/s3,s3,v7,,selfcal,4,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,39.02,44.84,4,4,4,4,correct,球M,1.62,1.3,-0.9,0.829,1.518,0.045,0.833,0.32,correct_only,1,0,0,0,,correct,correct,correct,球M,2.17,correct,球M,2.17,2.133,,0.984,,3.91
2026_08_16/s3,s3,v7,,selfcal,5,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,hit,1,46.0,51.67,1,1,1,1,correct,球R,5.49,-0.85,3.12,0.741,0.595,0.276,0.942,6.34,correct_only,1,0,0,0,,correct,correct,correct,球R,6.34,correct,球R,6.34,0.595,,0.741,,3.4
2026_08_16/s3,s3,v7,,selfcal,6,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,hit,1,52.83,58.53,1,1,1,1,correct,球R,5.63,-0.82,3.23,0.709,0.605,0.324,0.939,6.45,correct_only,1,0,0,0,,correct,correct,correct,球R,6.45,correct,球R,6.45,0.605,,0.709,,3.39
2026_08_16/s3,s3,v7,,selfcal,7,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,59.69,65.49,4,4,3,3,correct,球L,3.94,2.59,1.44,0.557,0.419,0.174,0.917,1.35,correct_only,1,0,0,0,,correct,correct,correct,球L,2.54,correct,球L,2.54,0.677,0.577,0.557,0.31,3.34
2026_08_16/s3,s3,v7,,selfcal,8,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,66.69,72.43,1,1,1,1,correct,球L,5.56,-0.39,3.12,0.709,0.447,0.154,0.931,5.96,correct_only,1,0,0,0,,correct,correct,correct,球L,5.96,correct,球L,5.96,0.447,,0.709,,3.35
2026_08_16/s3,s3,v7,,selfcal,9,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,73.59,79.32,3,3,3,3,correct,球M,2.63,-0.99,0.2,0.885,1.847,0.028,0.81,3.63,correct_only,1,0,0,0,,correct,correct,correct,球M,6.39,correct,球M,6.39,1.923,,0.98,,3.4
2026_08_16/s3,s3,v7,,selfcal,10,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,hit,1,80.48,86.27,3,3,2,2,wrong,球M,3.46,2.49,0.97,0.833,0.843,0.114,0.908,0.97,mixed,1,1,1,0,球M,wrong,wrong,wrong,球M,0.97,wrong,球M,0.97,1.019,0.843,0.575,0.833,3.4
2026_08_16/s3,s3,v7,,selfcal,11,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,87.43,93.42,2,2,2,2,correct,球L,4.43,0.69,1.74,0.509,0.537,0.356,0.884,3.74,correct_only,1,0,0,0,,correct,correct,correct,球L,5.04,correct,球L,5.04,0.537,,0.529,,3.35
2026_08_16/s3,s3,v7,,selfcal,12,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,94.58,100.52,2,2,2,2,correct,球M,2.66,1.79,0.02,0.98,1.956,0.005,0.895,0.87,correct_only,1,0,0,0,,correct,correct,correct,球M,1.95,correct,球M,1.95,1.956,,1.0,,4.0
2026_08_16/s3,s3,v7,,selfcal,13,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,hit,1,101.68,107.62,2,2,2,2,correct,球R,5.02,-0.78,2.38,0.822,0.586,0.171,0.949,5.8,correct_only,1,0,0,0,,correct,correct,correct,球R,6.34,correct,球R,6.34,0.586,,0.926,,3.38
2026_08_16/s3,s3,v7,,selfcal,14,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,108.78,114.79,3,3,2,2,correct,球M,1.85,1.15,-0.86,0.998,0.857,0.001,0.922,0.7,correct_only,1,0,0,0,,correct,correct,correct,球M,1.73,correct,球M,1.73,1.773,0.409,0.998,0.443,3.39
2026_08_16/s3,s3,v7,,selfcal,15,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,hit,1,115.95,121.92,1,1,1,1,correct,球R,6.47,-0.63,3.8,0.633,0.825,0.381,0.906,7.1,correct_only,1,0,0,0,,correct,correct,correct,球R,7.1,correct,球R,7.1,0.825,,0.633,,3.38
2026_08_16/s4,s4,v8,,selfcal,1,球L,ball(3cm),1.67,1.0–2.5°,clear,0,0,schedule,1,hit,1,15.68,21.4,2,2,2,2,correct,球L,3.95,2.44,1.53,0.929,0.341,0.023,0.967,1.52,correct_only,1,0,0,0,,correct,correct,correct,球L,4.17,correct,球L,4.17,0.378,,0.929,,3.81
2026_08_16/s4,s4,v8,,selfcal,2,球L,ball(3cm),1.67,1.0–2.5°,clear,0,0,schedule,1,hit,1,22.56,28.34,2,2,1,1,correct,球L,6.35,2.28,3.87,0.927,0.359,0.022,0.965,4.06,correct_only,1,0,0,0,,correct,correct,correct,球L,6.12,correct,球L,4.06,0.359,,1.0,,3.83
2026_08_16/s4,s4,v8,,selfcal,3,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,hit,1,29.5,35.29,6,6,5,5,wrong,球L,0.85,0.25,-1.64,0.671,0.895,0.215,0.878,0.6,mixed,1,1,1,0,球L,wrong,wrong,wrong,球L,1.62,wrong,球L,1.62,0.849,0.895,0.89,0.9,3.81
2026_08_16/s4,s4,v8,,selfcal,4,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,schedule,1,hit,1,36.45,42.22,5,5,2,2,wrong,球M,1.24,0.54,-1.23,0.911,0.239,0.096,0.976,0.7,mixed,1,1,1,0,球M,wrong,wrong,correct,球R,7.53,correct,球R,1.41,0.25,0.239,1.0,0.988,3.89
2026_08_16/s4,s4,v8,,selfcal,5,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,schedule,1,hit,1,43.38,49.06,3,3,1,1,correct,球R,5.29,4.15,2.91,1.0,0.216,0.0,0.98,1.14,correct_only,1,0,0,0,,correct,correct,correct,球R,6.34,correct,球R,1.14,0.216,0.004,1.0,1.0,3.83
2026_08_16/s4,s4,v8,,selfcal,6,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,hit,1,50.22,55.97,5,5,4,4,wrong,球R,1.26,0.67,-1.19,0.67,0.552,0.611,0.925,0.6,mixed,1,1,1,0,球R,wrong,wrong,correct,球M,1.41,correct,球M,1.14,0.919,0.552,1.0,0.67,3.87
