rec,card,era,flags,cfg,k,target,size,theta_unit,tier,occl,walking,stress,window_src,reliable,lcs,has_window,win_start_rel,win_end_rel,n_finals,n_obj_finals,n_acc,n_acc_e2,outcome_first,first_obj,first_lat_end,first_lat_start,first_lat_stare,first_share,first_capture,first_A,first_p_none,first_dur,outcome_any,any_correct,any_wrong,flip_wrong_then_correct,flip_correct_then_wrong,wrong_objs,first_e2,ungated_first,ungated_majority,ungated_majority_obj,ungated_majority_dur,gated_majority,gated_majority_obj,gated_majority_dur,best_target_capture,best_wrong_capture,best_target_share,best_wrong_share,dist_m
2026_08_16/000,e1,v7,,s05,1,苹果,fruit(4-5cm),4.22,≥2.5°,clear,0,0,schedule,1,hit,1,41.39,46.95,3,3,3,3,correct,苹果,3.08,-0.14,0.82,1.0,0.988,0.0,0.012,3.22,mixed,1,1,0,1,香蕉,correct,correct,correct,苹果,4.61,correct,苹果,4.61,0.988,0.534,1.0,1.0,1.66
2026_08_16/000,e1,v7,,s05,2,球M,ball(3cm),8.3,≥2.5°,clear,0,0,schedule,1,hit,1,48.11,53.86,2,2,1,1,correct,球M,6.18,3.17,3.73,1.0,0.866,0.0,0.134,3.02,correct_only,1,0,0,0,,correct,correct,correct,球M,3.35,correct,球M,3.02,0.866,,1.0,,1.42
2026_08_16/000,e1,v7,,s05,3,石榴,fruit(4-5cm),6.01,≥2.5°,clear,0,0,schedule,1,hit,1,55.02,60.64,2,2,2,2,correct,石榴,2.51,0.06,0.19,1.0,0.327,0.0,0.673,2.46,correct_only,1,0,0,0,,correct,correct,correct,石榴,5.72,correct,石榴,5.72,0.327,,1.0,,1.64
2026_08_16/000,e1,v7,,s05,4,香蕉,banana,4.22,≥2.5°,clear,0,0,schedule,1,hit,1,61.8,67.43,4,3,3,3,correct,香蕉,2.61,-0.33,0.28,1.0,0.683,0.0,0.317,2.94,correct_only,1,0,0,0,,correct,correct,correct,香蕉,4.56,correct,香蕉,4.56,0.914,,1.0,,1.51
2026_08_16/000,e1,v7,,s05,5,球R,ball(3cm),6.01,≥2.5°,clear,0,0,schedule,1,hit,1,68.59,74.27,2,1,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,球R,2.51,none,,,0.004,,1.0,,1.48
2026_08_16/000,e1,v7,,s05,6,球L,ball(3cm),5.53,≥2.5°,clear,0,0,schedule,1,hit,1,75.43,81.18,4,4,4,4,correct,球L,3.12,1.72,0.67,1.0,0.503,0.0,0.497,1.4,mixed,1,1,0,1,香蕉,correct,correct,correct,球L,2.08,correct,球L,2.08,0.525,0.575,1.0,1.0,1.46
2026_08_16/000,e1,v7,,s05,7,球M,ball(3cm),8.3,≥2.5°,clear,0,0,schedule,1,hit,1,82.88,88.66,7,7,5,5,correct,球M,1.66,0.7,-0.82,1.0,0.454,0.0,0.546,0.96,correct_only,1,0,0,0,,correct,correct,correct,球M,5.02,correct,球M,3.05,0.535,,1.0,,1.46
2026_08_16/000,e1,v7,,s05,8,石榴,fruit(4-5cm),6.01,≥2.5°,clear,0,0,schedule,1,hit,1,89.82,95.4,1,1,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,石榴,3.53,none,,,0.077,,1.0,,1.65
2026_08_16/000,e1,v7,,s05,9,香蕉,banana,4.22,≥2.5°,clear,0,0,schedule,1,hit,1,96.56,102.11,4,4,3,3,correct,香蕉,1.47,0.36,-0.78,1.0,0.391,0.0,0.609,1.1,correct_only,1,0,0,0,,correct,correct,correct,香蕉,3.47,correct,香蕉,2.98,0.638,,1.0,,1.6
2026_08_16/000,e1,v7,,s05,10,球L,ball(3cm),5.53,≥2.5°,clear,0,0,schedule,1,hit,1,103.27,109.12,1,1,0,0,none,,,,,,,,,,none,0,0,0,0,,none,wrong,wrong,香蕉,3.6,none,,,,0.069,,0.769,1.49
2026_08_16/000,e1,v7,,s05,11,苹果,fruit(4-5cm),4.22,≥2.5°,clear,0,0,schedule,1,hit,1,110.28,116.1,4,4,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,苹果,3.8,none,,,0.138,,1.0,,1.66
2026_08_16/000,e1,v7,,s05,12,球R,ball(3cm),6.01,≥2.5°,clear,0,0,schedule,1,miss,1,117.26,123.17,1,0,0,0,none,,,,,,,,,,none,0,0,0,0,,none,none,none,,,none,,,,,,,
2026_08_16/001,e2,v7,stress,s05,1,球L,ball(3cm),2.1,1.0–2.5°,occluded(front-capture),0,1,lcs_episode,0,hit,1,15.68,19.4,2,0,0,0,none,,,,,,,,,,none,0,0,0,0,,none,none,none,,,none,,,,,,,
2026_08_16/001,e2,v7,stress,s05,2,球R,ball(3cm),1.56,1.0–2.5°,occluded(front-capture),0,1,lcs_episode,0,hit,1,32.06,40.2,6,6,0,0,none,,,,,,,,,,none,0,0,0,0,,none,wrong,correct,球R,6.45,none,,,0.174,0.191,1.0,0.992,3.31
2026_08_16/001,e2,v7,stress,s05,3,苹果,fruit(4-5cm),1.38,1.0–2.5°,occluded(front-capture),0,1,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,
2026_08_16/001,e2,v7,stress,s05,4,石榴,fruit(4-5cm),1.56,1.0–2.5°,occluded(front-capture),0,1,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,
2026_08_16/001,e2,v7,stress,s05,5,球M,ball(3cm),3.21,≥2.5°,occluded(front-capture),0,1,lcs_episode,0,miss,1,43.24,45.72,1,0,0,0,none,,,,,,,,,,none,0,0,0,0,,none,none,none,,,none,,,,,,,
2026_08_16/001,e2,v7,stress,s05,6,香蕉,banana,1.38,1.0–2.5°,occluded(front-capture),0,1,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,
2026_08_16/001,e2,v7,stress,s05,7,苹果,fruit(4-5cm),1.38,1.0–2.5°,occluded(front-capture),0,1,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,
2026_08_16/001,e2,v7,stress,s05,8,石榴,fruit(4-5cm),1.56,1.0–2.5°,occluded(front-capture),0,1,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,
2026_08_16/001,e2,v7,stress,s05,9,香蕉,banana,1.38,1.0–2.5°,occluded(front-capture),0,1,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,
2026_08_16/001,e2,v7,stress,s05,10,球R,ball(3cm),1.56,1.0–2.5°,occluded(front-capture),0,1,lcs_episode,0,hit,1,59.99,66.81,2,1,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,球R,2.27,none,,,0.029,,1.0,,3.34
2026_08_16/001,e2,v7,stress,s05,11,球L,ball(3cm),2.1,1.0–2.5°,occluded(front-capture),0,1,lcs_episode,0,hit,1,66.7,74.18,3,2,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,球L,4.01,none,,,0.006,,1.0,,3.29
2026_08_16/001,e2,v7,stress,s05,12,球M,ball(3cm),3.21,≥2.5°,occluded(front-capture),0,1,lcs_episode,0,miss,1,92.73,95.86,3,1,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,球M,0.43,none,,,0.021,,1.0,,4.57
2026_08_16/s1,s1,v7,,s05,1,球R,ball(3cm),5.41,≥2.5°,clear,0,0,schedule,1,hit,1,16.77,22.45,3,3,3,3,correct,球R,2.93,-0.76,0.55,1.0,0.68,0.0,0.328,3.68,correct_only,1,0,0,0,,correct,correct,correct,球R,5.8,correct,球R,5.8,0.899,,1.0,,1.61
2026_08_16/s1,s1,v7,,s05,2,球L,ball(3cm),5.02,≥2.5°,clear,0,0,schedule,1,hit,1,23.61,29.38,1,1,1,1,correct,球L,5.65,-0.85,3.18,1.0,0.998,0.0,0.002,6.5,correct_only,1,0,0,0,,correct,correct,correct,球L,6.5,correct,球L,6.5,0.998,,1.0,,1.53
2026_08_16/s1,s1,v7,,s05,3,球M,ball(3cm),7.69,≥2.5°,clear,0,0,schedule,1,hit,1,30.54,36.34,2,2,2,2,correct,球M,1.86,1.05,-0.64,1.0,0.991,0.0,0.009,0.81,correct_only,1,0,0,0,,correct,correct,correct,球M,4.33,correct,球M,4.33,0.991,,1.0,,1.49
2026_08_16/s1,s1,v7,,s05,4,球L,ball(3cm),5.02,≥2.5°,clear,0,0,schedule,1,hit,1,37.5,43.32,3,3,2,2,correct,球L,1.83,1.12,-0.69,1.0,0.815,0.0,0.185,0.7,correct_only,1,0,0,0,,correct,correct,correct,球L,3.85,correct,球L,3.85,0.97,0.111,1.0,1.0,1.54
2026_08_16/s1,s1,v7,,s05,5,球M,ball(3cm),7.69,≥2.5°,clear,0,0,schedule,1,hit,1,44.48,50.18,1,1,1,1,correct,球M,5.38,-0.64,2.98,1.0,0.991,0.0,0.009,6.01,correct_only,1,0,0,0,,correct,correct,correct,球M,6.01,correct,球M,6.01,0.991,,1.0,,1.5
2026_08_16/s1,s1,v7,,s05,6,球M,ball(3cm),7.69,≥2.5°,clear,0,0,schedule,1,hit,1,51.34,57.08,4,4,4,4,correct,球M,2.81,-0.71,0.37,1.0,0.96,0.0,0.04,3.52,correct_only,1,0,0,0,,correct,correct,correct,球M,5.69,correct,球M,5.69,0.999,,1.0,,1.49
2026_08_16/s1,s1,v7,,s05,7,球R,ball(3cm),5.41,≥2.5°,clear,0,0,schedule,1,hit,1,58.24,63.97,2,2,2,2,correct,球R,2.71,-1.24,0.28,1.0,0.943,0.0,0.064,3.95,correct_only,1,0,0,0,,correct,correct,correct,球R,6.39,correct,球R,6.39,0.951,,1.0,,1.59
2026_08_16/s1,s1,v7,,s05,8,球L,ball(3cm),5.02,≥2.5°,clear,0,0,schedule,1,hit,1,65.37,71.11,2,2,2,2,correct,球L,3.6,-0.19,1.16,1.0,0.59,0.0,0.41,3.79,correct_only,1,0,0,0,,correct,correct,correct,球L,5.2,correct,球L,5.2,0.967,,1.0,,1.56
2026_08_16/s1,s1,v7,,s05,9,球L,ball(3cm),5.02,≥2.5°,clear,0,0,schedule,1,hit,1,72.27,78.0,1,1,1,1,correct,球L,5.21,-1.02,2.78,1.0,0.464,0.0,0.536,6.23,correct_only,1,0,0,0,,correct,correct,correct,球L,6.23,correct,球L,6.23,0.464,,1.0,,1.58
2026_08_16/s1,s1,v7,,s05,10,球M,ball(3cm),7.69,≥2.5°,clear,0,0,schedule,1,hit,1,79.16,84.98,6,6,4,4,correct,球M,1.25,0.66,-1.27,1.0,0.484,0.0,0.516,0.6,correct_only,1,0,0,0,,correct,correct,correct,球M,3.85,correct,球M,2.38,0.995,,1.0,,1.56
2026_08_16/s1,s1,v7,,s05,11,球R,ball(3cm),5.41,≥2.5°,clear,0,0,schedule,1,hit,1,86.14,92.08,1,1,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,球R,3.9,none,,,0.178,,1.0,,1.6
2026_08_16/s1,s1,v7,,s05,12,球M,ball(3cm),7.69,≥2.5°,clear,0,0,schedule,1,hit,1,93.24,99.18,2,2,2,2,correct,球M,4.42,-1.21,1.78,1.0,0.734,0.0,0.266,5.63,correct_only,1,0,0,0,,correct,correct,correct,球M,6.77,correct,球M,6.77,0.999,,1.0,,1.5
2026_08_16/s1,s1,v7,,s05,13,球R,ball(3cm),5.41,≥2.5°,clear,0,0,schedule,1,hit,1,100.34,106.28,1,1,1,1,correct,球R,5.64,-1.08,3.0,1.0,0.856,0.0,0.152,6.72,correct_only,1,0,0,0,,correct,correct,correct,球R,6.72,correct,球R,6.72,0.856,,1.0,,1.61
2026_08_16/s1,s1,v7,,s05,14,球R,ball(3cm),5.41,≥2.5°,clear,0,0,schedule,1,hit,1,107.44,113.4,3,2,2,2,correct,球R,3.92,-0.95,1.26,1.0,0.683,0.0,0.325,4.87,correct_only,1,0,0,0,,correct,correct,correct,球R,6.34,correct,球R,6.34,0.683,,1.0,,1.62
2026_08_16/s1,s1,v7,,s05,15,球L,ball(3cm),5.02,≥2.5°,clear,0,0,schedule,1,hit,1,114.56,120.57,1,1,1,1,correct,球L,5.74,-0.97,3.03,1.0,0.364,0.0,0.636,6.72,correct_only,1,0,0,0,,correct,correct,correct,球L,6.72,correct,球L,6.72,0.364,,1.0,,1.59
2026_08_16/s2,s2,v7,,s05,1,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,18.18,23.88,1,1,1,1,correct,球M,5.74,2.11,3.34,1.0,0.486,0.0,0.566,3.63,correct_only,1,0,0,0,,correct,correct,correct,球M,3.63,correct,球M,3.63,0.486,,1.0,,2.35
2026_08_16/s2,s2,v7,,s05,2,球R,ball(3cm),2.55,≥2.5°,clear,0,0,schedule,1,hit,1,25.04,30.76,2,2,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,球R,6.23,none,,,0.166,,1.0,,2.48
2026_08_16/s2,s2,v7,,s05,3,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,31.92,37.72,5,5,4,4,correct,球M,1.51,0.7,-0.99,1.0,0.714,0.0,0.37,0.81,correct_only,1,0,0,0,,correct,correct,correct,球M,4.28,correct,球M,3.9,0.857,,1.0,,2.45
2026_08_16/s2,s2,v7,,s05,4,球R,ball(3cm),2.55,≥2.5°,clear,0,0,schedule,1,hit,1,38.88,44.65,3,3,2,2,correct,球R,3.41,-0.93,0.94,1.0,0.747,0.0,0.447,4.33,correct_only,1,0,0,0,,correct,correct,correct,球R,6.23,correct,球R,5.74,0.904,,1.0,,2.49
2026_08_16/s2,s2,v7,,s05,5,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,45.81,51.53,3,3,2,2,correct,球L,3.44,-0.89,1.02,1.0,0.611,0.0,0.446,4.33,correct_only,1,0,0,0,,correct,correct,correct,球L,5.8,correct,球L,5.8,0.611,0.153,1.0,1.0,2.43
2026_08_16/s2,s2,v7,,s05,6,球R,ball(3cm),2.55,≥2.5°,clear,0,0,schedule,1,hit,1,52.69,58.39,2,2,2,2,correct,球R,4.39,-0.81,1.99,1.0,0.608,0.0,0.545,5.2,correct_only,1,0,0,0,,correct,correct,correct,球R,6.01,correct,球R,6.01,0.608,,1.0,,2.46
2026_08_16/s2,s2,v7,,s05,7,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,59.55,65.33,4,4,3,3,correct,球M,2.25,1.28,-0.23,1.0,1.044,0.0,0.069,0.97,mixed,1,1,0,1,香蕉,correct,correct,correct,球M,2.87,correct,球M,1.57,1.044,0.616,1.0,0.942,2.45
2026_08_16/s2,s2,v7,,s05,8,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,66.69,72.44,1,1,1,1,correct,球L,5.46,-0.39,3.01,1.0,0.772,0.0,0.309,5.85,correct_only,1,0,0,0,,correct,correct,correct,球L,5.85,correct,球L,5.85,0.772,,1.0,,2.47
2026_08_16/s2,s2,v7,,s05,9,球R,ball(3cm),2.55,≥2.5°,clear,0,0,schedule,1,hit,1,73.6,79.28,1,1,1,1,correct,球R,5.49,2.89,3.11,1.0,0.382,0.0,0.725,2.6,correct_only,1,0,0,0,,correct,correct,correct,球R,2.6,correct,球R,2.6,0.382,,1.0,,2.55
2026_08_16/s2,s2,v7,,s05,10,球R,ball(3cm),2.55,≥2.5°,clear,0,0,schedule,1,hit,1,80.44,86.23,3,3,3,3,correct,球R,2.77,-0.37,0.28,1.0,0.968,0.0,0.283,3.14,correct_only,1,0,0,0,,correct,correct,correct,球R,5.15,correct,球R,5.15,0.968,,1.0,,2.52
2026_08_16/s2,s2,v7,,s05,11,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,87.39,93.38,5,5,4,4,correct,球M,1.73,1.3,-0.96,1.0,0.879,0.0,0.251,0.43,correct_only,1,0,0,0,,correct,correct,correct,球M,3.52,correct,球M,3.03,1.06,,1.0,,2.39
2026_08_16/s2,s2,v7,,s05,12,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,94.54,100.51,3,3,3,3,correct,球L,3.72,-0.84,1.05,1.0,0.546,0.0,0.511,4.56,correct_only,1,0,0,0,,correct,correct,correct,球L,5.97,correct,球L,5.97,0.546,,1.0,,2.47
2026_08_16/s2,s2,v7,,s05,13,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,101.67,107.63,3,3,2,2,correct,球M,3.45,3.01,0.79,1.0,0.497,0.0,0.567,0.43,correct_only,1,0,0,0,,correct,correct,correct,球M,2.65,correct,球M,2.17,1.063,,1.0,,2.4
2026_08_16/s2,s2,v7,,s05,14,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,108.79,114.8,3,3,2,2,correct,球L,4.47,0.78,1.76,0.961,0.456,0.035,0.575,3.68,correct_only,1,0,0,0,,correct,correct,correct,球L,4.55,correct,球L,4.55,0.654,0.037,1.0,1.0,2.47
2026_08_16/s2,s2,v7,,s05,15,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,115.96,121.97,3,2,2,2,correct,球L,2.75,1.51,0.04,1.0,0.728,0.0,0.348,1.25,correct_only,1,0,0,0,,correct,correct,correct,球L,2.55,correct,球L,2.55,0.728,,1.0,,2.47
2026_08_16/s3,s3,v7,,s05,1,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,18.24,23.94,4,0,0,0,none,,,,,,,,,,none,0,0,0,0,,none,none,none,,,none,,,,,,,
2026_08_16/s3,s3,v7,,s05,2,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,25.1,30.88,2,2,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,球L,5.69,none,,,0.001,,1.0,,3.35
2026_08_16/s3,s3,v7,,s05,3,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,32.04,37.86,2,1,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,球L,4.01,none,,,0.003,,1.0,,3.35
2026_08_16/s3,s3,v7,,s05,4,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,39.02,44.84,4,4,2,2,correct,球M,1.62,1.3,-0.9,1.0,0.324,0.0,0.802,0.32,correct_only,1,0,0,0,,correct,correct,correct,球M,2.17,correct,球M,1.41,0.545,,1.0,,3.91
2026_08_16/s3,s3,v7,,s05,5,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,miss,1,46.0,51.67,1,0,0,0,none,,,,,,,,,,none,0,0,0,0,,none,none,none,,,none,,,,,,,
2026_08_16/s3,s3,v7,,s05,6,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,miss,1,52.83,58.53,1,0,0,0,none,,,,,,,,,,none,0,0,0,0,,none,none,none,,,none,,,,,,,
2026_08_16/s3,s3,v7,,s05,7,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,59.69,65.49,4,3,1,1,correct,球L,5.78,5.13,3.28,1.0,0.242,0.0,0.838,0.65,correct_only,1,0,0,0,,correct,wrong,correct,球L,1.19,correct,球L,0.65,0.242,0.007,1.0,1.0,3.34
