rec,card,era,flags,cfg,k,target,size,theta_unit,tier,occl,walking,stress,window_src,reliable,lcs,has_window,win_start_rel,win_end_rel,n_finals,n_obj_finals,n_acc,n_acc_e2,outcome_first,first_obj,first_lat_end,first_lat_start,first_lat_stare,first_share,first_capture,first_A,first_p_none,first_dur,outcome_any,any_correct,any_wrong,flip_wrong_then_correct,flip_correct_then_wrong,wrong_objs,first_e2,ungated_first,ungated_majority,ungated_majority_obj,ungated_majority_dur,gated_majority,gated_majority_obj,gated_majority_dur,best_target_capture,best_wrong_capture,best_target_share,best_wrong_share,dist_m
2026_08_16/000,e1,v7,,s02,1,苹果,fruit(4-5cm),4.22,≥2.5°,clear,0,0,schedule,1,hit,1,41.39,46.95,3,3,3,3,correct,苹果,3.08,-0.14,0.82,1.0,1.0,0.0,0.0,3.22,mixed,1,1,0,1,香蕉,correct,correct,correct,苹果,4.61,correct,苹果,4.61,1.0,0.673,1.0,1.0,1.66
2026_08_16/000,e1,v7,,s02,2,球M,ball(3cm),8.3,≥2.5°,clear,0,0,schedule,1,hit,1,48.11,53.86,2,1,1,1,correct,球M,6.18,3.17,3.73,1.0,1.0,0.0,0.0,3.02,correct_only,1,0,0,0,,correct,correct,correct,球M,3.02,correct,球M,3.02,1.0,,1.0,,1.39
2026_08_16/000,e1,v7,,s02,3,石榴,fruit(4-5cm),6.01,≥2.5°,clear,0,0,schedule,1,hit,1,55.02,60.64,2,2,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,石榴,5.72,none,,,0.163,,1.0,,1.64
2026_08_16/000,e1,v7,,s02,4,香蕉,banana,4.22,≥2.5°,clear,0,0,schedule,1,hit,1,61.8,67.43,4,3,3,3,correct,香蕉,2.61,-0.33,0.28,1.0,0.864,0.0,0.136,2.94,correct_only,1,0,0,0,,correct,correct,correct,香蕉,4.56,correct,香蕉,4.56,1.0,,1.0,,1.51
2026_08_16/000,e1,v7,,s02,5,球R,ball(3cm),6.01,≥2.5°,clear,0,0,schedule,1,miss,1,68.59,74.27,1,0,0,0,none,,,,,,,,,,none,0,0,0,0,,none,none,none,,,none,,,,,,,
2026_08_16/000,e1,v7,,s02,6,球L,ball(3cm),5.53,≥2.5°,clear,0,0,schedule,1,hit,1,75.43,81.18,4,4,4,4,correct,球L,3.12,1.72,0.67,1.0,0.418,0.0,0.582,1.4,mixed,1,1,0,1,香蕉,correct,correct,correct,球L,2.08,correct,球L,2.08,0.631,0.896,1.0,1.0,1.46
2026_08_16/000,e1,v7,,s02,7,球M,ball(3cm),8.3,≥2.5°,clear,0,0,schedule,1,hit,1,82.88,88.66,7,6,3,3,correct,球M,1.66,0.7,-0.82,1.0,0.403,0.0,0.597,0.96,correct_only,1,0,0,0,,correct,correct,correct,球M,3.65,correct,球M,2.18,0.703,,1.0,,1.44
2026_08_16/000,e1,v7,,s02,8,石榴,fruit(4-5cm),6.01,≥2.5°,clear,0,0,schedule,1,hit,1,89.82,95.4,1,1,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,石榴,3.53,none,,,0.002,,1.0,,1.65
2026_08_16/000,e1,v7,,s02,9,香蕉,banana,4.22,≥2.5°,clear,0,0,schedule,1,hit,1,96.56,102.11,4,3,2,2,correct,香蕉,2.87,1.86,0.62,1.0,0.586,0.0,0.414,1.01,correct_only,1,0,0,0,,correct,correct,correct,香蕉,2.98,correct,香蕉,1.87,0.707,,1.0,,1.6
2026_08_16/000,e1,v7,,s02,10,球L,ball(3cm),5.53,≥2.5°,clear,0,0,schedule,1,hit,1,103.27,109.12,1,1,0,0,none,,,,,,,,,,none,0,0,0,0,,none,wrong,wrong,香蕉,3.6,none,,,,0.003,,1.0,1.49
2026_08_16/000,e1,v7,,s02,11,苹果,fruit(4-5cm),4.22,≥2.5°,clear,0,0,schedule,1,miss,1,110.28,116.1,4,0,0,0,none,,,,,,,,,,none,0,0,0,0,,none,none,none,,,none,,,,,,,
2026_08_16/000,e1,v7,,s02,12,球R,ball(3cm),6.01,≥2.5°,clear,0,0,schedule,1,miss,1,117.26,123.17,0,0,0,0,none,,,,,,,,,,none,0,0,0,0,,none,none,none,,,none,,,,,,,
2026_08_16/001,e2,v7,stress,s02,1,球L,ball(3cm),2.1,1.0–2.5°,occluded(front-capture),0,1,lcs_episode,0,hit,1,15.68,19.4,2,0,0,0,none,,,,,,,,,,none,0,0,0,0,,none,none,none,,,none,,,,,,,
2026_08_16/001,e2,v7,stress,s02,2,球R,ball(3cm),1.56,1.0–2.5°,occluded(front-capture),0,1,lcs_episode,0,miss,1,32.06,40.2,6,1,0,0,none,,,,,,,,,,none,0,0,0,0,,none,wrong,wrong,球L,0.32,none,,,,0.011,,1.0,3.29
2026_08_16/001,e2,v7,stress,s02,3,苹果,fruit(4-5cm),1.38,1.0–2.5°,occluded(front-capture),0,1,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,
2026_08_16/001,e2,v7,stress,s02,4,石榴,fruit(4-5cm),1.56,1.0–2.5°,occluded(front-capture),0,1,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,
2026_08_16/001,e2,v7,stress,s02,5,球M,ball(3cm),3.21,≥2.5°,occluded(front-capture),0,1,lcs_episode,0,miss,1,43.24,45.72,1,0,0,0,none,,,,,,,,,,none,0,0,0,0,,none,none,none,,,none,,,,,,,
2026_08_16/001,e2,v7,stress,s02,6,香蕉,banana,1.38,1.0–2.5°,occluded(front-capture),0,1,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,
2026_08_16/001,e2,v7,stress,s02,7,苹果,fruit(4-5cm),1.38,1.0–2.5°,occluded(front-capture),0,1,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,
2026_08_16/001,e2,v7,stress,s02,8,石榴,fruit(4-5cm),1.56,1.0–2.5°,occluded(front-capture),0,1,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,
