rec,card,era,flags,cfg,k,target,size,theta_unit,tier,occl,walking,stress,window_src,reliable,lcs,has_window,win_start_rel,win_end_rel,n_finals,n_obj_finals,n_acc,n_acc_e2,outcome_first,first_obj,first_lat_end,first_lat_start,first_lat_stare,first_share,first_capture,first_A,first_p_none,first_dur,outcome_any,any_correct,any_wrong,flip_wrong_then_correct,flip_correct_then_wrong,wrong_objs,first_e2,ungated_first,ungated_majority,best_target_capture,best_wrong_capture,best_target_share,best_wrong_share,dist_m
2026_08_16/s4,s4,v8,,vis,2,球L,ball(3cm),1.67,1.0–2.5°,clear,0,0,schedule,1,hit,1,22.56,28.34,2,2,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,0.077,,1.0,,3.83
2026_08_16/s4,s4,v8,,vis,3,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,miss,1,29.5,35.29,6,5,4,4,wrong,球L,0.85,0.25,-1.64,0.928,0.805,0.026,0.821,0.6,mixed,1,1,1,0,球L,wrong,wrong,wrong,0.556,0.805,0.998,1.0,3.8
2026_08_16/s4,s4,v8,,vis,4,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,schedule,1,hit,1,36.45,42.22,5,4,0,0,none,,,,,,,,,,none,0,0,0,0,,none,wrong,correct,0.046,0.018,1.0,1.0,3.85
2026_08_16/s4,s4,v8,,vis,5,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,schedule,1,hit,1,43.38,49.06,3,2,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,0.022,,1.0,,3.84
2026_08_16/s4,s4,v8,,vis,6,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,hit,1,50.22,55.97,5,4,4,4,wrong,球R,1.26,0.67,-1.19,0.968,0.46,0.035,0.922,0.6,mixed,1,1,1,0,球R,wrong,wrong,correct,0.596,0.46,0.994,0.968,3.87
2026_08_16/s4,s4,v8,,vis,7,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,hit,1,57.13,62.9,4,4,3,3,correct,球M,1.75,1.48,-0.72,0.992,0.894,0.003,0.814,0.27,correct_only,1,0,0,0,,correct,correct,correct,1.001,,1.0,,3.9
2026_08_16/s4,s4,v8,,vis,8,球L,ball(3cm),1.67,1.0–2.5°,clear,0,0,schedule,1,hit,1,72.63,78.38,3,3,3,3,wrong,球M,0.46,0.05,-1.99,1.0,1.066,0.0,0.78,0.41,mixed,1,1,1,0,球M,wrong,wrong,correct,1.069,1.066,0.969,1.0,3.79
2026_08_16/s4,s4,v8,,vis,9,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,schedule,1,hit,1,79.54,85.21,4,4,3,3,wrong,球L,1.72,0.78,-0.65,0.974,0.337,0.009,0.929,0.94,mixed,1,1,1,0,球L,wrong,wrong,correct,0.583,0.337,1.0,1.0,3.79
2026_08_16/s4,s4,v8,,vis,10,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,miss,1,86.37,92.19,3,2,1,1,wrong,球R,2.18,1.83,-0.34,0.945,0.895,0.058,0.845,0.35,wrong_only,0,1,0,0,球R,wrong,wrong,wrong,,0.895,,1.0,3.8
2026_08_16/s4,s4,v8,,vis,11,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,schedule,1,hit,1,93.35,99.29,3,3,3,3,wrong,球M,2.16,1.78,-0.48,0.775,0.813,0.09,0.784,0.39,mixed,1,1,1,0,球M,wrong,wrong,correct,0.295,0.813,0.999,0.775,3.8
2026_08_16/s4,s4,v8,,vis,12,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,schedule,1,hit,1,100.45,106.37,1,1,1,1,correct,球R,6.29,2.66,3.67,0.999,0.305,0.0,0.95,3.63,correct_only,1,0,0,0,,correct,correct,correct,0.305,,0.999,,3.91
2026_08_16/s4,s4,v8,,vis,13,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,hit,1,107.53,113.49,1,1,1,1,correct,球M,4.97,2.75,2.31,1.0,1.031,0.0,0.787,2.22,correct_only,1,0,0,0,,correct,correct,correct,1.031,,1.0,,3.81
2026_08_16/s4,s4,v8,,vis,14,球L,ball(3cm),1.67,1.0–2.5°,clear,0,0,schedule,1,hit,1,114.65,120.66,1,1,1,1,correct,球L,6.37,2.8,3.66,0.94,0.723,0.024,0.829,3.57,correct_only,1,0,0,0,,correct,correct,correct,0.723,,0.94,,3.77
2026_08_16/s4,s4,v8,,vis,15,球L,ball(3cm),1.67,1.0–2.5°,clear,0,0,schedule,1,hit,1,121.82,127.84,4,4,4,4,correct,球L,0.86,0.26,-1.86,0.825,0.442,0.072,0.889,0.6,correct_only,1,0,0,0,,correct,correct,correct,0.836,,0.974,,3.77
2026_08_16/s6,s6,v8,,vis,1,球L,ball(3cm),0.56,<1.0°,clear,0,0,schedule,1,hit,1,21.14,26.87,2,2,2,2,correct,球L,3.99,0.52,1.56,0.979,0.383,0.018,0.936,3.47,correct_only,1,0,0,0,,correct,correct,correct,0.812,,0.979,,4.43
