rec,card,era,flags,cfg,t_start_rel,t_end_rel,dur_s,dist_m,object,object_label,share,q,capture,A_cap,A_share,p_none,surface,W,acc_live,acc_e2,window_k,target,correct,n_cands,candidates
2026_08_16/000,e1,v7,,mass10,2.64,3.09,0.46,0.901,,-1,0.0,0.0,,,,1.0,object#20,389.6407,0,0,,,,0,[]
2026_08_16/000,e1,v7,,mass10,15.38,15.7,0.32,1.034,,-1,0.0,0.0,,,,1.0,object#35,389.6407,0,0,,,,0,[]
2026_08_16/000,e1,v7,,mass10,15.98,16.38,0.4,0.667,,-1,0.0,0.0,,,,1.0,object#94,389.6407,0,0,,,,0,[]
2026_08_16/000,e1,v7,,mass10,18.3,18.6,0.3,0.462,,-1,0.0,0.0,,,,1.0,object#67,389.6407,0,0,,,,0,[]
2026_08_16/000,e1,v7,,mass10,24.82,25.15,0.33,0.962,,-1,0.0,0.0,,,,1.0,object#20,389.6407,0,0,,,,0,[]
2026_08_16/000,e1,v7,,mass10,25.48,26.56,1.07,0.962,,-1,0.0,0.0,,,,1.0,object#20,389.6407,0,0,,,,0,[]
2026_08_16/000,e1,v7,,mass10,27.5,27.81,0.31,1.01,,-1,0.0,0.0,,,,1.0,object#67,389.6407,0,0,,,,0,[]
2026_08_16/000,e1,v7,,mass10,29.64,29.98,0.34,0.748,,-1,0.0,0.0,,,,1.0,object#187,389.6407,0,0,,,,0,[]
2026_08_16/000,e1,v7,,mass10,31.09,31.45,0.36,1.171,,-1,0.0,0.0,,,,1.0,object#187,389.6407,0,0,,,,0,[]
2026_08_16/000,e1,v7,,mass10,32.16,32.71,0.55,1.208,,-1,0.0,0.0,,,,1.0,object#20,389.6407,0,0,,,,0,[]
2026_08_16/000,e1,v7,,mass10,35.34,35.62,0.27,1.359,,-1,0.0,0.0,,,,1.0,object#34,389.6407,0,0,,,,0,[]
2026_08_16/000,e1,v7,,mass10,35.68,36.01,0.32,1.335,香蕉,323,0.891,0.1542,0.154,0.143,0.122,0.827,object#316,389.6407,0,0,,,,2,"[{""name"": ""香蕉"", ""m"": 60.08599, ""q"": 0.1542, ""c"": 1.0, ""capture"": 0.154, ""share"": 0.891, ""miss_deg"": 1.93, ""labels"": [323]}, {""name"": ""苹果"", ""m"": 7.34067, ""q"": 0.0188, ""c"": 0.87, ""capture"": 0.022, ""share"": 0.109, ""miss_deg"": 2.77, ""labels"": [300]}]"
2026_08_16/000,e1,v7,,mass10,39.06,39.33,0.27,1.667,石榴,78,1.0,0.5497,0.861,0.0,0.0,0.45,object#17,389.6407,1,1,,,,1,"[{""name"": ""石榴"", ""m"": 214.1721, ""q"": 0.5497, ""c"": 0.6386, ""capture"": 0.861, ""share"": 1.0, ""miss_deg"": 0.55, ""labels"": [78]}]"
2026_08_16/000,e1,v7,,mass10,39.67,40.14,0.47,1.663,苹果,300,0.99,0.694,0.988,0.007,0.01,0.299,object#316,389.6407,1,1,,,,2,"[{""name"": ""苹果"", ""m"": 270.42366, ""q"": 0.694, ""c"": 0.7025, ""capture"": 0.988, ""share"": 0.99, ""miss_deg"": 0.16, ""labels"": [300]}, {""name"": ""香蕉"", ""m"": 2.5962, ""q"": 0.0067, ""c"": 1.0, ""capture"": 0.007, ""share"": 0.01, ""miss_deg"": 3.17, ""labels"": [323]}]"
2026_08_16/000,e1,v7,,mass10,40.26,41.14,0.88,1.65,苹果,300,0.991,0.6896,0.982,0.006,0.009,0.304,object#316,389.6407,1,1,,,,2,"[{""name"": ""苹果"", ""m"": 268.6804, ""q"": 0.6896, ""c"": 0.7025, ""capture"": 0.982, ""share"": 0.991, ""miss_deg"": 0.19, ""labels"": [300]}, {""name"": ""香蕉"", ""m"": 2.33621, ""q"": 0.006, ""c"": 1.0, ""capture"": 0.006, ""share"": 0.009, ""miss_deg"": 3.2, ""labels"": [323]}]"
