rec,card,era,flags,cfg,k,target,size,theta_unit,tier,occl,walking,stress,window_src,reliable,lcs,has_window,win_start_rel,win_end_rel,n_finals,n_obj_finals,n_acc,n_acc_e2,outcome_first,first_obj,first_lat_end,first_lat_start,first_lat_stare,first_share,first_capture,first_A,first_p_none,first_dur,outcome_any,any_correct,any_wrong,flip_wrong_then_correct,flip_correct_then_wrong,wrong_objs,first_e2,ungated_first,ungated_majority,best_target_capture,best_wrong_capture,best_target_share,best_wrong_share,dist_m
2026_08_16/s4,s4,v8,,naive,13,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,hit,1,107.53,113.49,1,1,1,1,correct,球M,4.97,2.75,2.31,1.0,,,0.77,2.22,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,3.81
2026_08_16/s4,s4,v8,,naive,14,球L,ball(3cm),1.67,1.0–2.5°,clear,0,0,schedule,1,hit,1,114.65,120.66,1,1,1,1,correct,球L,6.37,2.8,3.66,1.0,,,0.741,3.57,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,3.77
2026_08_16/s4,s4,v8,,naive,15,球L,ball(3cm),1.67,1.0–2.5°,clear,0,0,schedule,1,hit,1,121.82,127.84,4,4,4,4,correct,球L,0.86,0.26,-1.86,1.0,,,0.753,0.6,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,3.77
2026_08_16/s6,s6,v8,,naive,1,球L,ball(3cm),0.56,<1.0°,clear,0,0,schedule,1,hit,1,21.14,26.87,2,2,2,2,correct,球L,3.99,0.52,1.56,1.0,,,0.826,3.47,mixed,1,1,0,1,香蕉,correct,correct,correct,0.0,0.0,1.0,1.0,4.43
2026_08_16/s6,s6,v8,,naive,2,球M,ball(3cm),1.79,1.0–2.5°,clear,0,0,schedule,1,hit,1,28.03,33.77,5,5,5,5,correct,球M,2.89,1.81,0.45,1.0,,,0.853,1.08,mixed,1,1,1,1,球R,correct,correct,correct,0.0,0.0,1.0,1.0,4.53
2026_08_16/s6,s6,v8,,naive,3,球R,ball(3cm),1.85,1.0–2.5°,clear,0,0,schedule,1,hit,1,34.93,40.68,2,2,2,2,correct,球R,4.42,1.71,1.97,1.0,,,0.912,2.71,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,4.58
2026_08_16/s6,s6,v8,,naive,4,球R,ball(3cm),1.85,1.0–2.5°,clear,0,0,schedule,1,hit,1,41.84,47.61,3,3,3,3,correct,球R,1.51,0.97,-0.96,1.0,,,0.885,0.54,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,4.54
2026_08_16/s6,s6,v8,,naive,5,球M,ball(3cm),1.79,1.0–2.5°,clear,0,0,schedule,1,hit,1,48.77,54.47,2,2,2,2,correct,球M,3.24,-0.77,0.84,1.0,,,0.812,4.01,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,4.46
2026_08_16/s6,s6,v8,,naive,6,球R,ball(3cm),1.85,1.0–2.5°,clear,0,0,schedule,1,hit,1,55.63,61.33,2,2,2,2,correct,球R,4.56,0.23,2.16,1.0,,,0.898,4.33,mixed,1,1,0,1,球M,correct,correct,correct,0.0,0.0,1.0,1.0,4.54
2026_08_16/s6,s6,v8,,naive,7,球R,ball(3cm),1.85,1.0–2.5°,clear,0,0,schedule,1,hit,1,62.49,68.22,2,2,2,2,correct,球R,3.75,2.55,1.32,1.0,,,0.869,1.19,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,4.6
2026_08_16/s6,s6,v8,,naive,8,球M,ball(3cm),1.79,1.0–2.5°,clear,0,0,schedule,1,hit,1,77.95,83.67,1,1,1,1,correct,球M,5.01,2.14,2.59,1.0,,,0.862,2.87,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,4.55
2026_08_16/s6,s6,v8,,naive,9,球L,ball(3cm),0.56,<1.0°,clear,0,0,schedule,1,miss,1,84.83,90.55,2,2,2,2,wrong,香蕉,3.78,0.96,1.36,1.0,,,0.748,2.82,wrong_only,0,1,0,0,球M|香蕉,wrong,wrong,wrong,,0.0,,1.0,4.45
2026_08_16/s6,s6,v8,,naive,10,球M,ball(3cm),1.79,1.0–2.5°,clear,0,0,schedule,1,hit,1,91.71,97.53,2,2,2,2,correct,球M,3.19,0.05,0.67,1.0,,,0.779,3.14,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,4.51
2026_08_16/s6,s6,v8,,naive,11,球L,ball(3cm),0.56,<1.0°,clear,0,0,schedule,1,miss,1,98.69,104.68,5,5,5,5,wrong,香蕉,2.97,-0.06,0.28,1.0,,,0.693,3.03,wrong_only,0,1,0,0,球M|香蕉,wrong,wrong,wrong,,0.0,,1.0,4.41
2026_08_16/s6,s6,v8,,naive,12,球M,ball(3cm),1.79,1.0–2.5°,clear,0,0,schedule,1,hit,1,105.84,111.78,3,3,3,3,correct,球M,3.43,-0.31,0.79,1.0,,,0.76,3.74,mixed,1,1,0,1,球R,correct,correct,correct,0.0,0.0,1.0,1.0,4.55
2026_08_16/s6,s6,v8,,naive,13,球L,ball(3cm),0.56,<1.0°,clear,0,0,schedule,1,miss,1,112.94,118.93,5,5,5,5,wrong,球M,3.09,2.5,0.4,1.0,,,0.786,0.6,wrong_only,0,1,0,0,球M|香蕉,wrong,wrong,wrong,,0.0,,1.0,4.48
2026_08_16/s6,s6,v8,,naive,14,球R,ball(3cm),1.85,1.0–2.5°,clear,0,0,schedule,1,hit,1,120.09,126.05,4,4,4,4,correct,球R,4.22,2.21,1.56,1.0,,,0.819,2.0,mixed,1,1,1,1,球M,correct,correct,correct,0.0,0.0,1.0,1.0,4.53
2026_08_16/s6,s6,v8,,naive,15,球L,ball(3cm),0.56,<1.0°,clear,0,0,schedule,1,miss,1,127.21,133.23,2,2,2,2,wrong,香蕉,4.71,2.97,1.99,1.0,,,0.681,1.73,mixed,1,1,1,0,香蕉,wrong,wrong,wrong,0.0,0.0,1.0,1.0,4.39
2026_08_18/000,s7,v8,,naive,1,球L,ball(3cm),2.61,≥2.5°,clear,0,0,schedule,1,hit,1,16.67,22.39,2,2,2,2,correct,球L,4.34,-0.53,1.92,1.0,,,0.676,4.87,mixed,1,1,0,1,球R,correct,correct,correct,0.0,0.0,1.0,1.0,3.24
2026_08_18/000,s7,v8,,naive,2,球L,ball(3cm),2.61,≥2.5°,clear,0,0,schedule,1,hit,1,23.55,29.33,2,2,2,2,correct,球L,2.91,-0.5,0.43,1.0,,,0.737,3.41,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,3.01
2026_08_18/000,s7,v8,,naive,3,球R,ball(3cm),2.19,1.0–2.5°,clear,0,0,schedule,1,hit,1,30.49,36.23,5,5,5,5,correct,球R,2.89,0.29,0.45,1.0,,,0.842,2.6,mixed,1,1,0,1,球L|球M,correct,correct,correct,0.0,0.0,1.0,1.0,3.29
2026_08_18/000,s7,v8,,naive,4,球R,ball(3cm),2.19,1.0–2.5°,clear,0,0,schedule,1,hit,1,37.39,43.17,4,4,4,4,correct,球R,2.73,0.34,0.25,1.0,,,0.856,2.38,mixed,1,1,1,1,球M,correct,correct,correct,0.0,0.0,1.0,1.0,3.37
2026_08_18/000,s7,v8,,naive,5,球M,ball(3cm),2.19,1.0–2.5°,clear,0,0,schedule,1,hit,1,44.33,50.03,4,4,4,4,correct,球M,0.65,0.16,-1.75,1.0,,,0.696,0.49,mixed,1,1,0,1,球L,correct,correct,wrong,0.0,0.0,1.0,1.0,3.01
2026_08_18/000,s7,v8,,naive,6,球L,ball(3cm),2.61,≥2.5°,clear,0,0,schedule,1,hit,1,51.19,56.93,4,4,4,4,correct,球L,0.92,0.32,-1.52,1.0,,,0.521,0.6,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,3.02
2026_08_18/000,s7,v8,,naive,7,球M,ball(3cm),2.19,1.0–2.5°,clear,0,0,schedule,1,miss,1,58.09,63.87,3,3,3,3,wrong,球L,2.87,0.26,0.39,1.0,,,0.642,2.61,wrong_only,0,1,0,0,球L|球R,wrong,wrong,wrong,,0.0,,1.0,2.98
2026_08_18/000,s7,v8,,naive,8,球R,ball(3cm),2.19,1.0–2.5°,clear,0,0,schedule,1,hit,1,73.07,78.77,9,9,9,9,wrong,球M,0.73,0.35,-1.67,1.0,,,0.689,0.38,wrong_only,0,1,0,0,球L|球M,wrong,wrong,wrong,,0.0,,1.0,3.08
2026_08_18/000,s7,v8,,naive,9,球R,ball(3cm),2.19,1.0–2.5°,clear,0,0,schedule,1,miss,1,79.93,85.61,2,2,2,2,wrong,球M,2.94,0.34,0.56,1.0,,,0.735,2.6,mixed,1,1,1,0,球M,wrong,wrong,wrong,0.0,0.0,1.0,1.0,3.26
2026_08_18/000,s7,v8,,naive,10,球M,ball(3cm),2.19,1.0–2.5°,clear,0,0,schedule,1,hit,1,86.77,92.59,3,3,3,3,wrong,球L,0.78,0.02,-1.74,1.0,,,0.681,0.76,mixed,1,1,1,1,球L,wrong,wrong,wrong,0.0,0.0,1.0,1.0,2.99
2026_08_18/000,s7,v8,,naive,11,球L,ball(3cm),2.61,≥2.5°,clear,0,0,schedule,1,hit,1,93.75,99.74,4,4,4,4,correct,球L,2.93,0.55,0.24,1.0,,,0.553,2.38,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,3.02
2026_08_18/000,s7,v8,,naive,12,球M,ball(3cm),2.19,1.0–2.5°,clear,0,0,schedule,1,hit,1,100.9,106.84,6,6,6,6,wrong,球L,2.58,1.28,-0.06,1.0,,,0.654,1.3,mixed,1,1,1,1,球L,wrong,wrong,wrong,0.0,0.0,1.0,1.0,3.08
2026_08_18/000,s7,v8,,naive,13,球R,ball(3cm),2.19,1.0–2.5°,clear,0,0,schedule,1,hit,1,108.0,113.94,7,7,7,7,correct,球R,0.78,0.24,-1.86,1.0,,,0.798,0.54,mixed,1,1,1,1,球M,correct,correct,correct,0.0,0.0,1.0,1.0,3.33
2026_08_18/000,s7,v8,,naive,14,球M,ball(3cm),2.19,1.0–2.5°,clear,0,0,schedule,1,hit,1,115.1,121.11,4,4,4,4,wrong,球L,1.17,0.3,-1.54,1.0,,,0.67,0.87,mixed,1,1,1,1,球L,wrong,wrong,correct,0.0,0.0,1.0,1.0,3.08
2026_08_18/000,s7,v8,,naive,15,球L,ball(3cm),2.61,≥2.5°,clear,0,0,schedule,1,hit,1,122.27,128.28,2,2,2,2,correct,球L,2.28,0.06,-0.43,1.0,,,0.521,2.22,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,3.02
2026_08_20/000,c1,v9,,naive,1,球R,ball(3cm),2.17,1.0–2.5°,clear,0,0,schedule,1,hit,1,17.15,22.7,4,4,4,4,correct,球R,2.31,1.23,0.06,1.0,,,0.167,1.08,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,2.16
2026_08_20/000,c1,v9,,naive,2,香蕉,banana,0.41,<1.0°,clear,0,0,schedule,1,miss,1,23.86,29.44,3,3,3,3,wrong,球M,3.23,0.06,0.95,1.0,,,0.035,3.17,wrong_only,0,1,0,0,球M,wrong,wrong,wrong,,0.0,,1.0,2.25
2026_08_20/000,c1,v9,,naive,3,纸箱子,box,24.07,≥2.5°,clear,0,0,schedule,1,hit,1,30.6,36.4,3,3,3,3,correct,纸箱子,1.22,0.41,-1.28,1.0,,,0.216,0.81,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,3.06
2026_08_20/000,c1,v9,,naive,4,苹果粉,fruit(4-5cm),2.09,1.0–2.5°,clear,0,0,schedule,1,miss,1,37.56,43.35,3,3,3,3,wrong,球L,2.35,1.18,-0.14,1.0,,,0.193,1.16,wrong_only,0,1,0,0,球L,wrong,wrong,wrong,,0.0,,1.0,2.24
2026_08_20/000,c1,v9,,naive,5,白杯1,cup,1.84,1.0–2.5°,clear,0,0,schedule,1,miss,1,44.51,50.19,4,4,4,4,wrong,球R,1.33,1.0,-1.05,1.0,,,0.055,0.32,wrong_only,0,1,0,0,球M|球R,wrong,wrong,wrong,,0.0,,1.0,2.3
2026_08_20/000,c1,v9,,naive,6,水瓶,bottle,0.41,<1.0°,clear,0,0,schedule,1,miss,1,51.35,56.95,3,3,3,3,wrong,球R,2.86,2.56,0.56,1.0,,,0.075,0.3,mixed,1,1,1,1,球M|球R,wrong,wrong,correct,0.0,0.0,1.0,1.0,2.3
2026_08_20/000,c1,v9,,naive,7,红杯,cup,1.84,1.0–2.5°,clear,0,0,schedule,1,miss,1,66.68,72.24,6,6,6,6,wrong,球R,2.0,1.32,-0.26,1.0,,,0.123,0.67,wrong_only,0,1,0,0,球R,wrong,wrong,wrong,,0.0,,1.0,2.31
2026_08_20/000,c1,v9,,naive,8,苹果红,fruit(4-5cm),0.41,<1.0°,clear,0,0,schedule,1,miss,1,73.4,79.15,4,4,4,4,wrong,球L,1.95,0.6,-0.5,1.0,,,0.065,1.35,wrong_only,0,1,0,0,球L,wrong,wrong,wrong,,0.0,,1.0,2.26
2026_08_20/000,c1,v9,,naive,9,球M,ball(3cm),1.83,1.0–2.5°,clear,0,0,schedule,1,hit,1,80.31,85.86,9,9,9,9,wrong,物品台,0.92,0.06,-1.33,1.0,,,0.295,0.87,mixed,1,1,1,1,物品台,wrong,wrong,wrong,0.0,0.0,1.0,1.0,2.23
2026_08_20/000,c1,v9,,naive,10,橘子,fruit(4-5cm),0.41,<1.0°,clear,0,0,schedule,1,miss,1,87.02,92.63,1,1,1,1,wrong,苹果红,5.34,0.3,3.03,1.0,,,0.415,5.04,wrong_only,0,1,0,0,苹果红,wrong,wrong,wrong,,0.0,,1.0,2.35
2026_08_20/000,c1,v9,,naive,11,球L,ball(3cm),1.71,1.0–2.5°,clear,0,0,schedule,1,hit,1,93.79,99.63,5,5,5,5,correct,球L,2.76,1.95,0.22,1.0,,,0.078,0.81,mixed,1,1,1,1,物品台,correct,correct,correct,0.0,0.0,1.0,1.0,2.29
2026_08_20/000,c1,v9,,naive,12,白杯2,cup,2.03,1.0–2.5°,clear,0,0,schedule,1,hit,1,100.79,106.71,5,5,5,5,wrong,球R,0.46,0.08,-2.16,1.0,,,0.08,0.38,mixed,1,1,1,1,球R,wrong,wrong,wrong,0.0,0.0,1.0,1.0,2.31
2026_08_20/001,c2,v9,,naive,1,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,lcs_episode,0,hit,1,15.89,19.72,3,3,3,3,correct,球R,1.85,0.5,1.35,1.0,,,0.15,1.35,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,2.72
2026_08_20/001,c2,v9,,naive,2,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,lcs_episode,0,hit,1,22.79,25.76,1,1,1,1,correct,球R,2.67,0.5,2.17,1.0,,,0.238,2.17,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,3.19
2026_08_20/001,c2,v9,,naive,3,苹果红,fruit(4-5cm),0.13,<1.0°,clear,0,0,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,
2026_08_20/001,c2,v9,,naive,4,球L,ball(3cm),1.03,1.0–2.5°,clear,0,0,lcs_episode,0,hit,1,29.36,32.08,3,3,3,3,correct,球L,0.45,0.17,-0.05,1.0,,,0.387,0.27,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,3.13
2026_08_20/001,c2,v9,,naive,5,苹果粉,fruit(4-5cm),1.31,1.0–2.5°,clear,0,0,lcs_episode,0,miss,1,42.68,50.12,4,4,4,4,wrong,球L,2.51,0.5,2.01,1.0,,,0.409,2.01,wrong_only,0,1,0,0,球L,wrong,wrong,wrong,,0.0,,1.0,3.22
2026_08_20/001,c2,v9,,naive,6,白杯1,cup,1.28,1.0–2.5°,clear,0,0,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,
2026_08_20/001,c2,v9,,naive,7,球M,ball(3cm),0.89,<1.0°,clear,0,0,lcs_episode,0,miss,1,57.99,62.22,5,5,5,5,correct,球M,1.15,0.5,0.65,1.0,,,0.272,0.65,mixed,1,1,1,1,物品台,correct,correct,correct,0.0,0.0,1.0,1.0,3.27
2026_08_20/001,c2,v9,,naive,8,白杯1,cup,1.28,1.0–2.5°,clear,0,0,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,
2026_08_20/001,c2,v9,,naive,9,苹果粉,fruit(4-5cm),1.31,1.0–2.5°,clear,0,0,lcs_episode,0,miss,1,79.55,82.3,1,1,1,1,wrong,球L,2.45,0.5,1.95,1.0,,,0.418,1.95,wrong_only,0,1,0,0,球L,wrong,wrong,wrong,,0.0,,1.0,3.3
2026_08_20/001,c2,v9,,naive,10,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,lcs_episode,0,hit,1,84.85,88.15,3,3,3,3,wrong,球L,0.45,0.12,-0.05,1.0,,,0.3,0.32,mixed,1,1,1,0,球L,wrong,wrong,correct,0.0,0.0,1.0,1.0,3.28
2026_08_20/001,c2,v9,,naive,11,球M,ball(3cm),0.89,<1.0°,clear,0,0,lcs_episode,0,hit,1,90.0,97.11,7,7,7,7,wrong,球R,0.39,0.12,-0.11,1.0,,,0.541,0.27,mixed,1,1,1,1,物品台|球R,wrong,wrong,wrong,0.0,0.0,1.0,1.0,3.25
2026_08_20/001,c2,v9,,naive,12,白杯2,cup,,,clear,0,0,lcs_episode,0,miss,1,99.6,105.28,3,3,3,3,wrong,球R,2.77,0.5,2.27,1.0,,,0.305,2.27,wrong_only,0,1,0,0,球R,wrong,wrong,wrong,,0.0,,1.0,3.27
2026_08_20/001,c2,v9,,naive,13,白杯2,cup,,,clear,0,0,lcs_episode,0,miss,1,99.6,105.28,3,3,3,3,wrong,球R,2.77,0.5,2.27,1.0,,,0.305,2.27,wrong_only,0,1,0,0,球R,wrong,wrong,wrong,,0.0,,1.0,3.27
2026_08_20/001,c2,v9,,naive,14,球L,ball(3cm),1.03,1.0–2.5°,clear,0,0,lcs_episode,0,hit,1,115.9,120.49,4,4,4,4,correct,球L,0.88,0.5,0.38,1.0,,,0.31,0.38,mixed,1,1,0,1,物品台,correct,correct,correct,0.0,0.0,1.0,1.0,3.23
2026_08_20/001,c2,v9,,naive,15,苹果红,fruit(4-5cm),0.13,<1.0°,clear,0,0,lcs_episode,0,miss,1,121.48,123.31,1,1,1,1,wrong,球L,1.54,0.5,1.04,1.0,,,0.29,1.04,wrong_only,0,1,0,0,球L,wrong,wrong,wrong,,0.0,,1.0,3.24
2026_08_20/002,c4,v9,beyond_occ,naive,1,球L,ball(3cm),0.84,<1.0°,occluded(beyond limit),0,0,none,0,hit,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,
2026_08_20/002,c4,v9,beyond_occ,naive,2,球R,ball(3cm),0.84,<1.0°,occluded(beyond limit),0,0,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,
2026_08_20/002,c4,v9,beyond_occ,naive,3,球R,ball(3cm),0.84,<1.0°,occluded(beyond limit),0,0,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,
2026_08_20/002,c4,v9,beyond_occ,naive,4,球M,ball(3cm),0.66,<1.0°,occluded(beyond limit),0,0,lcs_episode,0,miss,1,12.38,15.35,1,1,1,1,wrong,球L,2.67,0.5,2.17,1.0,,,0.327,2.17,wrong_only,0,1,0,0,球L,wrong,wrong,wrong,,0.0,,1.0,4.18
2026_08_20/002,c4,v9,beyond_occ,naive,5,球M,ball(3cm),0.66,<1.0°,occluded(beyond limit),0,0,lcs_episode,0,miss,1,12.38,15.35,1,1,1,1,wrong,球L,2.67,0.5,2.17,1.0,,,0.327,2.17,wrong_only,0,1,0,0,球L,wrong,wrong,wrong,,0.0,,1.0,4.18
2026_08_20/002,c4,v9,beyond_occ,naive,6,球L,ball(3cm),0.84,<1.0°,occluded(beyond limit),0,0,lcs_episode,0,hit,1,14.6,23.06,5,5,5,5,correct,球L,0.93,0.5,0.43,1.0,,,0.663,0.43,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,4.2
2026_08_20/002,c4,v9,beyond_occ,naive,7,球R,ball(3cm),0.84,<1.0°,occluded(beyond limit),0,0,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,
2026_08_20/002,c4,v9,beyond_occ,naive,8,球L,ball(3cm),0.84,<1.0°,occluded(beyond limit),0,0,lcs_episode,0,hit,1,24.43,28.7,1,1,1,1,correct,球L,3.97,0.5,3.47,1.0,,,0.337,3.47,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,4.26
2026_08_20/002,c4,v9,beyond_occ,naive,9,球L,ball(3cm),0.84,<1.0°,occluded(beyond limit),0,0,lcs_episode,0,hit,1,24.43,28.7,1,1,1,1,correct,球L,3.97,0.5,3.47,1.0,,,0.337,3.47,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,4.26
2026_08_20/002,c4,v9,beyond_occ,naive,10,球M,ball(3cm),0.66,<1.0°,occluded(beyond limit),0,0,lcs_episode,0,miss,1,27.95,29.83,1,1,1,1,wrong,物品台,1.58,0.5,1.08,1.0,,,0.473,1.08,wrong_only,0,1,0,0,物品台,wrong,wrong,wrong,,0.0,,1.0,4.26
2026_08_20/002,c4,v9,beyond_occ,naive,11,球L,ball(3cm),0.84,<1.0°,occluded(beyond limit),0,0,lcs_episode,0,hit,1,29.09,64.63,11,11,11,11,correct,球L,4.35,0.5,3.85,1.0,,,0.368,3.85,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,4.29
2026_08_20/002,c4,v9,beyond_occ,naive,12,球M,ball(3cm),0.66,<1.0°,occluded(beyond limit),0,0,lcs_episode,0,miss,1,99.06,102.51,1,1,1,1,wrong,球L,3.15,0.5,2.65,1.0,,,0.396,2.65,wrong_only,0,1,0,0,球L,wrong,wrong,wrong,,0.0,,1.0,4.35
2026_08_20/002,c4,v9,beyond_occ,naive,13,球R,ball(3cm),0.84,<1.0°,occluded(beyond limit),0,0,lcs_episode,0,miss,1,106.98,109.52,1,1,1,1,wrong,球L,2.24,0.5,1.74,1.0,,,0.406,1.74,wrong_only,0,1,0,0,球L,wrong,wrong,wrong,,0.0,,1.0,4.33
2026_08_20/002,c4,v9,beyond_occ,naive,14,球M,ball(3cm),0.66,<1.0°,occluded(beyond limit),0,0,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,
2026_08_20/002,c4,v9,beyond_occ,naive,15,球R,ball(3cm),0.84,<1.0°,occluded(beyond limit),0,0,lcs_episode,0,miss,1,125.11,126.94,1,1,1,1,wrong,物品台,1.53,0.5,1.03,1.0,,,0.497,1.03,wrong_only,0,1,0,0,物品台,wrong,wrong,wrong,,0.0,,1.0,4.22
2026_08_20/003,c4,v9,beyond_occ,naive,1,球L,ball(3cm),0.64,<1.0°,occluded(beyond limit),0,0,lcs_episode,0,hit,1,5.35,8.33,3,3,3,3,correct,球L,1.1,0.5,0.6,1.0,,,0.568,0.6,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,4.27
2026_08_20/003,c4,v9,beyond_occ,naive,2,球R,ball(3cm),0.63,<1.0°,occluded(beyond limit),0,0,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,
2026_08_20/003,c4,v9,beyond_occ,naive,3,球R,ball(3cm),0.63,<1.0°,occluded(beyond limit),0,0,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,
2026_08_20/003,c4,v9,beyond_occ,naive,4,球M,ball(3cm),0.63,<1.0°,occluded(beyond limit),0,0,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,
2026_08_20/003,c4,v9,beyond_occ,naive,5,球M,ball(3cm),0.63,<1.0°,occluded(beyond limit),0,0,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,
2026_08_20/003,c4,v9,beyond_occ,naive,6,球L,ball(3cm),0.64,<1.0°,occluded(beyond limit),0,0,lcs_episode,0,hit,1,9.56,11.55,1,1,1,1,correct,球L,1.69,0.5,1.19,1.0,,,0.754,1.19,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,4.36
2026_08_20/003,c4,v9,beyond_occ,naive,7,球R,ball(3cm),0.63,<1.0°,occluded(beyond limit),0,0,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,
2026_08_20/003,c4,v9,beyond_occ,naive,8,球L,ball(3cm),0.64,<1.0°,occluded(beyond limit),0,0,lcs_episode,0,hit,1,15.01,17.27,1,1,1,1,correct,球L,1.96,0.5,1.46,1.0,,,0.827,1.46,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,4.34
2026_08_20/003,c4,v9,beyond_occ,naive,9,球L,ball(3cm),0.64,<1.0°,occluded(beyond limit),0,0,lcs_episode,0,hit,1,15.01,17.27,1,1,1,1,correct,球L,1.96,0.5,1.46,1.0,,,0.827,1.46,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,4.34
2026_08_20/003,c4,v9,beyond_occ,naive,10,球M,ball(3cm),0.63,<1.0°,occluded(beyond limit),0,0,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,
2026_08_20/003,c4,v9,beyond_occ,naive,11,球L,ball(3cm),0.64,<1.0°,occluded(beyond limit),0,0,lcs_episode,0,hit,1,17.12,29.06,5,5,5,5,correct,球L,1.26,0.5,0.76,1.0,,,0.724,0.76,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,4.36
2026_08_20/003,c4,v9,beyond_occ,naive,12,球M,ball(3cm),0.63,<1.0°,occluded(beyond limit),0,0,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,
2026_08_20/003,c4,v9,beyond_occ,naive,13,球R,ball(3cm),0.63,<1.0°,occluded(beyond limit),0,0,lcs_episode,0,miss,1,28.64,31.23,1,1,1,1,wrong,球L,2.29,0.5,1.79,1.0,,,0.691,1.79,wrong_only,0,1,0,0,球L,wrong,wrong,wrong,,0.0,,1.0,4.39
2026_08_20/003,c4,v9,beyond_occ,naive,14,球M,ball(3cm),0.63,<1.0°,occluded(beyond limit),0,0,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,
2026_08_20/003,c4,v9,beyond_occ,naive,15,球R,ball(3cm),0.63,<1.0°,occluded(beyond limit),0,0,lcs_episode,0,miss,1,33.36,36.19,1,1,1,1,wrong,球L,2.52,0.5,2.02,1.0,,,0.669,2.02,wrong_only,0,1,0,0,球L,wrong,wrong,wrong,,0.0,,1.0,4.35
2026_08_25/c1_1,c4,v9,beyond_occ,naive,1,球L,ball(3cm),0.92,<1.0°,occluded(beyond limit),0,0,lcs_episode,0,hit,1,10.78,14.83,1,1,1,1,correct,球L,3.75,0.5,3.25,1.0,,,0.695,3.25,correct_only,1,0,0,0,,correct,correct,correct,0.0,,1.0,,4.04
2026_08_25/c1_1,c4,v9,beyond_occ,naive,2,球R,ball(3cm),0.9,<1.0°,occluded(beyond limit),0,0,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,
2026_08_25/c1_1,c4,v9,beyond_occ,naive,3,球R,ball(3cm),0.9,<1.0°,occluded(beyond limit),0,0,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,
2026_08_25/c1_1,c4,v9,beyond_occ,naive,4,球M,ball(3cm),0.68,<1.0°,occluded(beyond limit),0,0,none,0,miss,0,,,,,,,unknown,,,,,,,,,,unknown,,,,,,,,,,,,,
