rec,card,era,flags,cfg,k,target,size,theta_unit,tier,occl,walking,stress,window_src,reliable,lcs,has_window,win_start_rel,win_end_rel,n_finals,n_obj_finals,n_acc,n_acc_e2,outcome_first,first_obj,first_lat_end,first_lat_start,first_lat_stare,first_share,first_capture,first_A,first_p_none,first_dur,outcome_any,any_correct,any_wrong,flip_wrong_then_correct,flip_correct_then_wrong,wrong_objs,first_e2,ungated_first,ungated_majority,best_target_capture,best_wrong_capture,best_target_share,best_wrong_share,dist_m
2026_08_16/s6,s6,v8,,sphere10,11,球L,ball(3cm),0.56,<1.0°,clear,0,0,schedule,1,hit,1,98.69,104.68,5,5,0,0,none,,,,,,,,,,none,0,0,0,0,,none,wrong,wrong,0.0,0.0,0.498,1.0,4.41
2026_08_16/s6,s6,v8,,sphere10,12,球M,ball(3cm),1.79,1.0–2.5°,clear,0,0,schedule,1,hit,1,105.84,111.78,3,3,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,0.0,0.0,1.0,1.0,4.55
2026_08_16/s6,s6,v8,,sphere10,13,球L,ball(3cm),0.56,<1.0°,clear,0,0,schedule,1,miss,1,112.94,118.93,5,5,0,0,none,,,,,,,,,,none,0,0,0,0,,none,wrong,wrong,,0.0,,1.0,4.48
2026_08_16/s6,s6,v8,,sphere10,14,球R,ball(3cm),1.85,1.0–2.5°,clear,0,0,schedule,1,hit,1,120.09,126.05,4,4,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,0.0,0.0,1.0,1.0,4.53
2026_08_16/s6,s6,v8,,sphere10,15,球L,ball(3cm),0.56,<1.0°,clear,0,0,schedule,1,miss,1,127.21,133.23,2,2,0,0,none,,,,,,,,,,none,0,0,0,0,,none,wrong,wrong,0.0,0.0,0.671,0.51,4.39
2026_08_18/000,s7,v8,,sphere10,1,球L,ball(3cm),2.61,≥2.5°,clear,0,0,schedule,1,hit,1,16.67,22.39,2,1,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,0.0,,0.772,,3.01
2026_08_18/000,s7,v8,,sphere10,2,球L,ball(3cm),2.61,≥2.5°,clear,0,0,schedule,1,hit,1,23.55,29.33,2,2,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,0.0,,0.79,,3.01
2026_08_18/000,s7,v8,,sphere10,3,球R,ball(3cm),2.19,1.0–2.5°,clear,0,0,schedule,1,hit,1,30.49,36.23,5,5,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,0.0,0.0,1.0,1.0,3.29
2026_08_18/000,s7,v8,,sphere10,4,球R,ball(3cm),2.19,1.0–2.5°,clear,0,0,schedule,1,hit,1,37.39,43.17,4,4,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,0.0,0.0,1.0,0.795,3.37
2026_08_18/000,s7,v8,,sphere10,5,球M,ball(3cm),2.19,1.0–2.5°,clear,0,0,schedule,1,hit,1,44.33,50.03,4,4,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,wrong,0.0,0.0,0.678,0.89,3.01
