rec,card,era,flags,cfg,t_start_rel,t_end_rel,dur_s,dist_m,object,object_label,share,q,capture,A_cap,A_share,p_none,surface,W,acc_live,acc_e2,window_k,target,correct,n_cands,candidates
2026_08_16/000,e1,v7,,s25,2.64,3.09,0.46,0.901,,-1,0.0,0.0,,,,1.0,object#20,,0,0,,,,0,[]
2026_08_16/000,e1,v7,,s25,5.17,6.29,1.11,1.106,,-1,0.0,0.0,,,,1.0,object#187,,0,0,,,,0,[]
2026_08_16/000,e1,v7,,s25,15.38,15.7,0.32,1.034,,-1,0.0,0.0,,,,1.0,object#35,,0,0,,,,0,[]
2026_08_16/000,e1,v7,,s25,15.98,16.38,0.4,0.667,,-1,0.0,0.0,,,,1.0,object#94,,0,0,,,,0,[]
2026_08_16/000,e1,v7,,s25,18.3,18.6,0.3,0.462,,-1,0.0,0.0,,,,1.0,object#67,,0,0,,,,0,[]
2026_08_16/000,e1,v7,,s25,23.21,24.77,1.55,1.052,,-1,0.0,0.0,,,,1.0,object#187,,0,0,,,,0,[]
2026_08_16/000,e1,v7,,s25,24.82,25.15,0.33,0.962,,-1,0.0,0.0,,,,1.0,object#20,,0,0,,,,0,[]
2026_08_16/000,e1,v7,,s25,25.48,26.56,1.07,0.962,,-1,0.0,0.0,,,,1.0,object#20,,0,0,,,,0,[]
2026_08_16/000,e1,v7,,s25,27.5,27.81,0.31,1.01,,-1,0.0,0.0,,,,1.0,object#67,,0,0,,,,0,[]
2026_08_16/000,e1,v7,,s25,29.64,29.98,0.34,0.748,,-1,0.0,0.0,,,,1.0,object#187,,0,0,,,,0,[]
2026_08_16/000,e1,v7,,s25,31.09,31.45,0.36,1.171,,-1,0.0,0.0,,,,1.0,object#187,,0,0,,,,0,[]
2026_08_16/000,e1,v7,,s25,32.16,32.71,0.55,1.208,,-1,0.0,0.0,,,,1.0,object#20,,0,0,,,,0,[]
2026_08_16/000,e1,v7,,s25,35.34,35.62,0.27,1.359,石榴,78,1.0,0.05,0.24,0.0,0.0,0.95,object#17,,1,1,,,,1,"[{""name"": ""石榴"", ""share"": 1.0, ""q"": 0.05, ""capture"": 0.24, ""miss_deg"": 4.22, ""labels"": [78]}]"
2026_08_16/000,e1,v7,,s25,35.68,36.01,0.32,1.335,苹果,300,0.376,0.114,0.473,0.567,1.66,0.698,object#316,,0,0,,,,2,"[{""name"": ""苹果"", ""share"": 0.376, ""q"": 0.114, ""capture"": 0.473, ""miss_deg"": 3.06, ""labels"": [300]}, {""name"": ""香蕉"", ""share"": 0.624, ""q"": 0.188, ""capture"": 0.268, ""miss_deg"": 4.06, ""labels"": [323]}]"
2026_08_16/000,e1,v7,,s25,39.06,39.33,0.27,1.667,石榴,78,0.864,0.17,1.115,0.224,0.157,0.804,object#17,,1,1,,,,2,"[{""name"": ""石榴"", ""share"": 0.864, ""q"": 0.17, ""capture"": 1.115, ""miss_deg"": 0.0, ""labels"": [78]}, {""name"": ""球R"", ""share"": 0.136, ""q"": 0.027, ""capture"": 0.25, ""miss_deg"": 4.16, ""labels"": [322]}]"
2026_08_16/000,e1,v7,,s25,39.67,40.14,0.47,1.663,苹果,300,0.668,0.185,1.126,0.155,0.496,0.722,object#316,,1,1,,,,3,"[{""name"": ""苹果"", ""share"": 0.668, ""q"": 0.185, ""capture"": 1.126, ""miss_deg"": 0.0, ""labels"": [300]}, {""name"": ""香蕉"", ""share"": 0.331, ""q"": 0.092, ""capture"": 0.174, ""miss_deg"": 4.67, ""labels"": [323]}, {""name"": ""球L"", ""share"": 0.001, ""q"": 0.0, ""capture"": 0.002, ""miss_deg"": 8.7, ""labels"": [320]}]"
2026_08_16/000,e1,v7,,s25,40.26,41.14,0.88,1.65,苹果,300,0.675,0.187,1.137,0.149,0.481,0.722,object#316,,1,1,,,,2,"[{""name"": ""苹果"", ""share"": 0.675, ""q"": 0.187, ""capture"": 1.137, ""miss_deg"": 0.0, ""labels"": [300]}, {""name"": ""香蕉"", ""share"": 0.325, ""q"": 0.09, ""capture"": 0.169, ""miss_deg"": 4.72, ""labels"": [323]}]"
2026_08_16/000,e1,v7,,s25,41.26,44.47,3.22,1.662,苹果,300,0.721,0.185,1.123,0.121,0.387,0.743,object#316,,1,1,1,苹果,1,2,"[{""name"": ""苹果"", ""share"": 0.721, ""q"": 0.185, ""capture"": 1.123, ""miss_deg"": 0.0, ""labels"": [300]}, {""name"": ""香蕉"", ""share"": 0.279, ""q"": 0.072, ""capture"": 0.136, ""miss_deg"": 5.0, ""labels"": [323]}]"
2026_08_16/000,e1,v7,,s25,44.58,45.97,1.39,1.657,苹果,300,0.606,0.18,1.095,0.196,0.639,0.702,object#316,,1,1,1,苹果,1,3,"[{""name"": ""苹果"", ""share"": 0.606, ""q"": 0.18, ""capture"": 1.095, ""miss_deg"": 0.0, ""labels"": [300]}, {""name"": ""香蕉"", ""share"": 0.387, ""q"": 0.115, ""capture"": 0.215, ""miss_deg"": 4.38, ""labels"": [323]}, {""name"": ""球L"", ""share"": 0.007, ""q"": 0.002, ""capture"": 0.014, ""miss_deg"": 7.3, ""labels"": [320]}]"
2026_08_16/000,e1,v7,,s25,46.03,46.46,0.44,1.615,苹果,300,0.333,0.091,0.505,0.644,1.97,0.726,object#17,,0,0,1,苹果,1,3,"[{""name"": ""苹果"", ""share"": 0.333, ""q"": 0.091, ""capture"": 0.505, ""miss_deg"": 2.92, ""labels"": [300]}, {""name"": ""香蕉"", ""share"": 0.656, ""q"": 0.179, ""capture"": 0.325, ""miss_deg"": 3.75, ""labels"": [323]}, {""name"": ""球L"", ""share"": 0.012, ""q"": 0.003, ""capture"": 0.02, ""miss_deg"": 6.98, ""labels"": [320]}]"
2026_08_16/000,e1,v7,,s25,46.52,47.29,0.77,1.649,苹果,300,0.587,0.171,1.04,0.215,0.7,0.708,object#316,,1,1,,,,3,"[{""name"": ""苹果"", ""share"": 0.587, ""q"": 0.171, ""capture"": 1.04, ""miss_deg"": 0.0, ""labels"": [300]}, {""name"": ""香蕉"", ""share"": 0.411, ""q"": 0.12, ""capture"": 0.224, ""miss_deg"": 4.32, ""labels"": [323]}, {""name"": ""球L"", ""share"": 0.002, ""q"": 0.001, ""capture"": 0.004, ""miss_deg"": 8.35, ""labels"": [320]}]"
