rec,card,era,flags,cfg,t_start_rel,t_end_rel,dur_s,dist_m,object,object_label,share,q,capture,A_cap,A_share,p_none,surface,W,acc_live,acc_e2,window_k,target,correct,n_cands,candidates
2026_08_16/000,e1,v7,,naive,74.33,74.83,0.5,1.626,石榴,78,1.0,,,,0.23,0.761,,,1,1,,,,2,"[{""name"": ""石榴"", ""share"": 0.813, ""labels"": [78]}, {""name"": ""球R"", ""share"": 0.187, ""labels"": [322]}]"
2026_08_16/000,e1,v7,,naive,75.26,77.05,1.79,1.418,球L,320,1.0,,,,0.307,0.148,,,1,1,,,,2,"[{""name"": ""球L"", ""share"": 0.765, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.235, ""labels"": [323]}]"
2026_08_16/000,e1,v7,,naive,77.16,78.55,1.4,1.418,球L,320,1.0,,,,0.318,0.144,,,1,1,6,球L,1,2,"[{""name"": ""球L"", ""share"": 0.759, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.241, ""labels"": [323]}]"
2026_08_16/000,e1,v7,,naive,78.84,79.52,0.69,1.415,球L,320,1.0,,,,0.504,0.133,,,1,1,6,球L,1,2,"[{""name"": ""球L"", ""share"": 0.665, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.335, ""labels"": [323]}]"
2026_08_16/000,e1,v7,,naive,79.58,79.85,0.27,1.492,香蕉,323,1.0,,,,0.319,0.2,,,1,1,6,球L,0,2,"[{""name"": ""香蕉"", ""share"": 0.758, ""labels"": [323]}, {""name"": ""球L"", ""share"": 0.242, ""labels"": [320]}]"
2026_08_16/000,e1,v7,,naive,79.96,80.67,0.71,1.492,香蕉,323,1.0,,,,0.233,0.133,,,1,1,6,球L,0,3,"[{""name"": ""香蕉"", ""share"": 0.808, ""labels"": [323]}, {""name"": ""球L"", ""share"": 0.188, ""labels"": [320]}, {""name"": ""苹果"", ""share"": 0.004, ""labels"": [300]}]"
2026_08_16/000,e1,v7,,naive,80.73,81.25,0.52,1.436,球L,320,1.0,,,,0.757,0.131,,,1,1,,,,2,"[{""name"": ""球L"", ""share"": 0.569, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.431, ""labels"": [323]}]"
2026_08_16/000,e1,v7,,naive,81.3,81.8,0.5,1.483,香蕉,323,1.0,,,,0.049,0.09,,,1,1,,,,3,"[{""name"": ""香蕉"", ""share"": 0.919, ""labels"": [323]}, {""name"": ""球L"", ""share"": 0.045, ""labels"": [320]}, {""name"": ""苹果"", ""share"": 0.036, ""labels"": [300]}]"
2026_08_16/000,e1,v7,,naive,82.49,82.87,0.38,1.386,球M,321,1.0,,,,0.0,0.242,,,1,1,,,,1,"[{""name"": ""球M"", ""share"": 1.0, ""labels"": [321]}]"
2026_08_16/000,e1,v7,,naive,82.92,83.52,0.6,1.458,球M,321,1.0,,,,0.0,0.41,,,1,1,7,球M,1,1,"[{""name"": ""球M"", ""share"": 1.0, ""labels"": [321]}]"
2026_08_16/000,e1,v7,,naive,83.58,84.54,0.96,1.431,球M,321,1.0,,,,0.0,0.41,,,1,1,7,球M,1,1,"[{""name"": ""球M"", ""share"": 1.0, ""labels"": [321]}]"
2026_08_16/000,e1,v7,,naive,84.6,85.03,0.44,1.481,球M,321,1.0,,,,0.0,0.44,,,1,1,7,球M,1,1,"[{""name"": ""球M"", ""share"": 1.0, ""labels"": [321]}]"
2026_08_16/000,e1,v7,,naive,85.09,85.81,0.72,1.422,球M,321,1.0,,,,0.0,0.437,,,1,1,7,球M,1,1,"[{""name"": ""球M"", ""share"": 1.0, ""labels"": [321]}]"
2026_08_16/000,e1,v7,,naive,85.86,87.23,1.37,1.488,球M,321,1.0,,,,0.0,0.535,,,1,1,7,球M,1,1,"[{""name"": ""球M"", ""share"": 1.0, ""labels"": [321]}]"
2026_08_16/000,e1,v7,,naive,87.29,87.79,0.5,1.42,球M,321,1.0,,,,0.0,0.497,,,1,1,7,球M,1,1,"[{""name"": ""球M"", ""share"": 1.0, ""labels"": [321]}]"
2026_08_16/000,e1,v7,,naive,87.84,88.28,0.44,1.472,球M,321,1.0,,,,0.0,0.534,,,1,1,7,球M,1,1,"[{""name"": ""球M"", ""share"": 1.0, ""labels"": [321]}]"
2026_08_16/000,e1,v7,,naive,89.27,91.31,2.04,1.664,石榴,78,1.0,,,,0.01,0.583,,,1,1,,,,2,"[{""name"": ""石榴"", ""share"": 0.99, ""labels"": [78]}, {""name"": ""球R"", ""share"": 0.01, ""labels"": [322]}]"
2026_08_16/000,e1,v7,,naive,91.43,94.96,3.53,1.652,石榴,78,1.0,,,,0.024,0.652,,,1,1,8,石榴,1,2,"[{""name"": ""石榴"", ""share"": 0.977, ""labels"": [78]}, {""name"": ""球R"", ""share"": 0.023, ""labels"": [322]}]"
2026_08_16/000,e1,v7,,naive,95.48,96.04,0.56,1.494,香蕉,323,1.0,,,,0.057,0.089,,,1,1,,,,3,"[{""name"": ""香蕉"", ""share"": 0.906, ""labels"": [323]}, {""name"": ""球L"", ""share"": 0.052, ""labels"": [320]}, {""name"": ""苹果"", ""share"": 0.042, ""labels"": [300]}]"
2026_08_16/000,e1,v7,,naive,96.09,96.77,0.68,1.574,香蕉,323,1.0,,,,0.077,0.139,,,1,1,,,,3,"[{""name"": ""香蕉"", ""share"": 0.925, ""labels"": [323]}, {""name"": ""苹果"", ""share"": 0.071, ""labels"": [300]}, {""name"": ""球L"", ""share"": 0.004, ""labels"": [320]}]"
2026_08_16/000,e1,v7,,naive,96.92,98.03,1.1,1.572,香蕉,323,1.0,,,,0.102,0.146,,,1,1,9,香蕉,1,3,"[{""name"": ""香蕉"", ""share"": 0.905, ""labels"": [323]}, {""name"": ""苹果"", ""share"": 0.092, ""labels"": [300]}, {""name"": ""球L"", ""share"": 0.002, ""labels"": [320]}]"
2026_08_16/000,e1,v7,,naive,98.42,99.43,1.01,1.597,香蕉,323,1.0,,,,0.158,0.157,,,1,1,9,香蕉,1,3,"[{""name"": ""香蕉"", ""share"": 0.863, ""labels"": [323]}, {""name"": ""苹果"", ""share"": 0.136, ""labels"": [300]}, {""name"": ""球L"", ""share"": 0.001, ""labels"": [320]}]"
2026_08_16/000,e1,v7,,naive,99.79,100.65,0.87,1.608,香蕉,323,1.0,,,,0.179,0.157,,,1,1,9,香蕉,1,3,"[{""name"": ""香蕉"", ""share"": 0.847, ""labels"": [323]}, {""name"": ""苹果"", ""share"": 0.152, ""labels"": [300]}, {""name"": ""球L"", ""share"": 0.001, ""labels"": [320]}]"
2026_08_16/000,e1,v7,,naive,101.26,101.76,0.5,1.649,苹果,323,1.0,,,,0.988,0.335,,,1,1,9,香蕉,0,2,"[{""name"": ""香蕉"", ""share"": 0.503, ""labels"": [323]}, {""name"": ""苹果"", ""share"": 0.497, ""labels"": [300]}]"
2026_08_16/000,e1,v7,,naive,102.44,105.28,2.83,1.453,球L,320,1.0,,,,0.577,0.133,,,1,1,,,,2,"[{""name"": ""球L"", ""share"": 0.634, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.366, ""labels"": [323]}]"
2026_08_16/000,e1,v7,,naive,105.38,108.98,3.6,1.487,球L,323,1.0,,,,0.689,0.128,,,1,1,10,球L,1,2,"[{""name"": ""香蕉"", ""share"": 0.592, ""labels"": [323]}, {""name"": ""球L"", ""share"": 0.408, ""labels"": [320]}]"
2026_08_16/000,e1,v7,,naive,109.36,111.89,2.53,1.65,苹果,300,1.0,,,,0.297,0.442,,,1,1,,,,2,"[{""name"": ""苹果"", ""share"": 0.771, ""labels"": [300]}, {""name"": ""香蕉"", ""share"": 0.229, ""labels"": [323]}]"
2026_08_16/000,e1,v7,,naive,112.0,112.83,0.83,1.654,苹果,300,1.0,,,,0.23,0.498,,,1,1,11,苹果,1,2,"[{""name"": ""苹果"", ""share"": 0.813, ""labels"": [300]}, {""name"": ""香蕉"", ""share"": 0.187, ""labels"": [323]}]"
2026_08_16/000,e1,v7,,naive,113.15,114.45,1.3,1.663,苹果,300,1.0,,,,0.202,0.597,,,1,1,11,苹果,1,2,"[{""name"": ""苹果"", ""share"": 0.832, ""labels"": [300]}, {""name"": ""香蕉"", ""share"": 0.168, ""labels"": [323]}]"
2026_08_16/000,e1,v7,,naive,114.56,114.84,0.28,1.664,苹果,300,1.0,,,,0.318,0.536,,,1,1,11,苹果,1,2,"[{""name"": ""苹果"", ""share"": 0.759, ""labels"": [300]}, {""name"": ""香蕉"", ""share"": 0.241, ""labels"": [323]}]"
2026_08_16/000,e1,v7,,naive,114.94,116.34,1.4,1.666,苹果,300,1.0,,,,0.377,0.538,,,1,1,11,苹果,1,2,"[{""name"": ""苹果"", ""share"": 0.726, ""labels"": [300]}, {""name"": ""香蕉"", ""share"": 0.274, ""labels"": [323]}]"
2026_08_16/000,e1,v7,,naive,116.39,116.71,0.32,1.557,球M,321,1.0,,,,0.005,0.841,,,1,1,,,,2,"[{""name"": ""球M"", ""share"": 0.995, ""labels"": [321]}, {""name"": ""石榴"", ""share"": 0.005, ""labels"": [78]}]"
2026_08_16/000,e1,v7,,naive,117.61,123.36,5.75,1.473,球R,322,1.0,,,,0.0,0.686,,,1,1,12,球R,1,2,"[{""name"": ""球R"", ""share"": 1.0, ""labels"": [322]}, {""name"": ""石榴"", ""share"": 0.0, ""labels"": [78]}]"
2026_08_16/001,e2,v7,stress,naive,8.06,8.71,0.65,2.539,background,0,1.0,,,,0.0,0.064,,,0,0,,,,1,"[{""name"": ""floor"", ""share"": 1.0, ""labels"": [0]}]"
2026_08_16/001,e2,v7,stress,naive,8.88,9.2,0.32,2.76,background,0,1.0,,,,0.0,0.061,,,0,0,,,,1,"[{""name"": ""floor"", ""share"": 1.0, ""labels"": [0]}]"
2026_08_16/001,e2,v7,stress,naive,9.25,9.69,0.43,3.059,background,0,1.0,,,,0.0,0.089,,,0,0,,,,1,"[{""name"": ""floor"", ""share"": 1.0, ""labels"": [0]}]"
2026_08_16/001,e2,v7,stress,naive,10.59,10.86,0.27,2.847,球M,321,1.0,,,,0.0,0.999,,,1,1,,,,1,"[{""name"": ""球M"", ""share"": 1.0, ""labels"": [321]}]"
2026_08_16/001,e2,v7,stress,naive,10.91,11.29,0.38,3.104,球M,321,1.0,,,,0.001,0.86,,,1,1,,,,3,"[{""name"": ""球M"", ""share"": 0.997, ""labels"": [321]}, {""name"": ""球R"", ""share"": 0.001, ""labels"": [322]}, {""name"": ""香蕉"", ""share"": 0.001, ""labels"": [323]}]"
2026_08_16/001,e2,v7,stress,naive,11.4,11.94,0.54,3.057,球L,320,1.0,,,,0.075,0.917,,,1,1,,,,3,"[{""name"": ""球L"", ""share"": 0.909, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.068, ""labels"": [323]}, {""name"": ""球M"", ""share"": 0.023, ""labels"": [321]}]"
2026_08_16/001,e2,v7,stress,naive,12.59,15.9,3.3,3.175,球L,320,1.0,,,,0.095,0.873,,,1,1,,,,3,"[{""name"": ""球L"", ""share"": 0.909, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.086, ""labels"": [323]}, {""name"": ""苹果"", ""share"": 0.005, ""labels"": [300]}]"
2026_08_16/001,e2,v7,stress,naive,16.18,18.34,2.17,3.164,球L,320,1.0,,,,0.098,0.825,,,1,1,1,球L,1,3,"[{""name"": ""球L"", ""share"": 0.896, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.088, ""labels"": [323]}, {""name"": ""苹果"", ""share"": 0.015, ""labels"": [300]}]"
2026_08_16/001,e2,v7,stress,naive,18.72,19.1,0.38,3.171,球L,320,1.0,,,,0.255,0.894,,,1,1,1,球L,1,3,"[{""name"": ""球L"", ""share"": 0.679, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.173, ""labels"": [323]}, {""name"": ""球M"", ""share"": 0.145, ""labels"": [321]}]"
2026_08_16/001,e2,v7,stress,naive,19.64,20.4,0.76,3.193,球R,322,1.0,,,,0.007,0.925,,,1,1,,,,2,"[{""name"": ""球R"", ""share"": 0.993, ""labels"": [322]}, {""name"": ""石榴"", ""share"": 0.007, ""labels"": [78]}]"
2026_08_16/001,e2,v7,stress,naive,20.85,21.83,0.97,3.2,球R,322,1.0,,,,0.143,0.941,,,1,1,,,,3,"[{""name"": ""球R"", ""share"": 0.87, ""labels"": [322]}, {""name"": ""球M"", ""share"": 0.124, ""labels"": [321]}, {""name"": ""石榴"", ""share"": 0.007, ""labels"": [78]}]"
2026_08_16/001,e2,v7,stress,naive,21.88,22.48,0.6,3.21,球R,322,1.0,,,,0.114,0.836,,,1,1,,,,3,"[{""name"": ""球R"", ""share"": 0.857, ""labels"": [322]}, {""name"": ""石榴"", ""share"": 0.098, ""labels"": [78]}, {""name"": ""球M"", ""share"": 0.045, ""labels"": [321]}]"
2026_08_16/001,e2,v7,stress,naive,22.91,24.97,2.06,3.183,球R,322,1.0,,,,0.229,0.954,,,1,1,,,,2,"[{""name"": ""球R"", ""share"": 0.814, ""labels"": [322]}, {""name"": ""球M"", ""share"": 0.186, ""labels"": [321]}]"
2026_08_16/001,e2,v7,stress,naive,25.14,26.0,0.87,3.189,球R,322,1.0,,,,0.059,0.934,,,1,1,,,,3,"[{""name"": ""球R"", ""share"": 0.936, ""labels"": [322]}, {""name"": ""球M"", ""share"": 0.055, ""labels"": [321]}, {""name"": ""石榴"", ""share"": 0.009, ""labels"": [78]}]"
2026_08_16/001,e2,v7,stress,naive,26.62,27.75,1.14,3.165,球L,320,1.0,,,,0.245,0.649,,,1,1,,,,3,"[{""name"": ""球L"", ""share"": 0.732, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.179, ""labels"": [323]}, {""name"": ""苹果"", ""share"": 0.087, ""labels"": [300]}]"
2026_08_16/001,e2,v7,stress,naive,27.92,28.57,0.65,3.268,球L,320,1.0,,,,0.194,0.692,,,1,1,,,,3,"[{""name"": ""球L"", ""share"": 0.763, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.148, ""labels"": [323]}, {""name"": ""苹果"", ""share"": 0.087, ""labels"": [300]}]"
2026_08_16/001,e2,v7,stress,naive,28.82,31.52,2.71,3.284,球L,320,1.0,,,,0.197,0.673,,,1,1,,,,3,"[{""name"": ""球L"", ""share"": 0.758, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.149, ""labels"": [323]}, {""name"": ""苹果"", ""share"": 0.091, ""labels"": [300]}]"
2026_08_16/001,e2,v7,stress,naive,31.58,31.85,0.27,3.283,球L,320,1.0,,,,0.458,0.797,,,1,1,,,,3,"[{""name"": ""球L"", ""share"": 0.576, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.264, ""labels"": [323]}, {""name"": ""球M"", ""share"": 0.119, ""labels"": [321]}]"
2026_08_16/001,e2,v7,stress,naive,32.18,32.5,0.32,3.286,球L,320,1.0,,,,0.321,0.612,,,1,1,2,球R,0,3,"[{""name"": ""球L"", ""share"": 0.666, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.214, ""labels"": [323]}, {""name"": ""苹果"", ""share"": 0.111, ""labels"": [300]}]"
2026_08_16/001,e2,v7,stress,naive,32.56,33.64,1.08,3.305,球R,322,1.0,,,,0.217,0.727,,,1,1,2,球R,1,2,"[{""name"": ""球R"", ""share"": 0.822, ""labels"": [322]}, {""name"": ""石榴"", ""share"": 0.178, ""labels"": [78]}]"
2026_08_16/001,e2,v7,stress,naive,33.8,34.24,0.43,3.327,球R,322,1.0,,,,0.262,0.803,,,1,1,2,球R,1,3,"[{""name"": ""球R"", ""share"": 0.698, ""labels"": [322]}, {""name"": ""石榴"", ""share"": 0.183, ""labels"": [78]}, {""name"": ""球M"", ""share"": 0.119, ""labels"": [321]}]"
2026_08_16/001,e2,v7,stress,naive,34.47,37.77,3.3,3.316,球R,322,1.0,,,,0.274,0.756,,,1,1,2,球R,1,3,"[{""name"": ""球R"", ""share"": 0.73, ""labels"": [322]}, {""name"": ""石榴"", ""share"": 0.2, ""labels"": [78]}, {""name"": ""球M"", ""share"": 0.07, ""labels"": [321]}]"
2026_08_16/001,e2,v7,stress,naive,38.0,38.71,0.7,3.326,球R,322,1.0,,,,0.22,0.773,,,1,1,2,球R,1,3,"[{""name"": ""球R"", ""share"": 0.795, ""labels"": [322]}, {""name"": ""石榴"", ""share"": 0.175, ""labels"": [78]}, {""name"": ""球M"", ""share"": 0.03, ""labels"": [321]}]"
2026_08_16/001,e2,v7,stress,naive,38.98,39.9,0.92,3.31,球R,322,1.0,,,,0.285,0.734,,,1,1,2,球R,1,3,"[{""name"": ""球R"", ""share"": 0.743, ""labels"": [322]}, {""name"": ""石榴"", ""share"": 0.212, ""labels"": [78]}, {""name"": ""球M"", ""share"": 0.045, ""labels"": [321]}]"
2026_08_16/001,e2,v7,stress,naive,40.15,40.42,0.27,3.515,香蕉,321,1.0,,,,0.045,0.931,,,1,1,,,,3,"[{""name"": ""球M"", ""share"": 0.92, ""labels"": [321]}, {""name"": ""香蕉"", ""share"": 0.041, ""labels"": [323]}, {""name"": ""球L"", ""share"": 0.039, ""labels"": [320]}]"
2026_08_16/001,e2,v7,stress,naive,40.53,40.91,0.38,3.452,香蕉,321,1.0,,,,0.026,0.95,,,1,1,,,,3,"[{""name"": ""球M"", ""share"": 0.956, ""labels"": [321]}, {""name"": ""球L"", ""share"": 0.025, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.02, ""labels"": [323]}]"
2026_08_16/001,e2,v7,stress,naive,43.74,45.42,1.68,3.61,香蕉,321,1.0,,,,0.03,0.909,,,1,1,5,球M,0,3,"[{""name"": ""球M"", ""share"": 0.963, ""labels"": [321]}, {""name"": ""香蕉"", ""share"": 0.029, ""labels"": [323]}, {""name"": ""球L"", ""share"": 0.007, ""labels"": [320]}]"
2026_08_16/001,e2,v7,stress,naive,46.8,49.4,2.6,3.275,球L,320,1.0,,,,0.27,0.718,,,1,1,,,,3,"[{""name"": ""球L"", ""share"": 0.716, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.193, ""labels"": [323]}, {""name"": ""苹果"", ""share"": 0.066, ""labels"": [300]}]"
2026_08_16/001,e2,v7,stress,naive,49.66,51.12,1.46,3.274,球L,320,1.0,,,,0.463,0.675,,,1,1,,,,3,"[{""name"": ""球L"", ""share"": 0.592, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.274, ""labels"": [323]}, {""name"": ""苹果"", ""share"": 0.086, ""labels"": [300]}]"
2026_08_16/001,e2,v7,stress,naive,51.44,53.07,1.62,3.277,球L,320,1.0,,,,0.274,0.847,,,1,1,,,,3,"[{""name"": ""球L"", ""share"": 0.718, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.197, ""labels"": [323]}, {""name"": ""球M"", ""share"": 0.064, ""labels"": [321]}]"
2026_08_16/001,e2,v7,stress,naive,53.44,54.14,0.7,3.298,球L,320,1.0,,,,0.245,0.64,,,1,1,,,,3,"[{""name"": ""球L"", ""share"": 0.715, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.175, ""labels"": [323]}, {""name"": ""苹果"", ""share"": 0.106, ""labels"": [300]}]"
2026_08_16/001,e2,v7,stress,naive,54.2,56.53,2.33,3.274,球L,320,1.0,,,,0.39,0.609,,,1,1,,,,3,"[{""name"": ""球L"", ""share"": 0.625, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.244, ""labels"": [323]}, {""name"": ""苹果"", ""share"": 0.118, ""labels"": [300]}]"
2026_08_16/001,e2,v7,stress,naive,56.74,59.83,3.09,3.27,球L,320,1.0,,,,0.367,0.594,,,1,1,,,,3,"[{""name"": ""球L"", ""share"": 0.627, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.23, ""labels"": [323]}, {""name"": ""苹果"", ""share"": 0.131, ""labels"": [300]}]"
2026_08_16/001,e2,v7,stress,naive,60.49,62.76,2.27,3.338,球R,322,1.0,,,,0.396,0.738,,,1,1,10,球R,1,3,"[{""name"": ""球R"", ""share"": 0.646, ""labels"": [322]}, {""name"": ""石榴"", ""share"": 0.256, ""labels"": [78]}, {""name"": ""球M"", ""share"": 0.098, ""labels"": [321]}]"
2026_08_16/001,e2,v7,stress,naive,62.99,66.51,3.52,3.328,球R,322,1.0,,,,0.187,0.817,,,1,1,10,球R,1,3,"[{""name"": ""球R"", ""share"": 0.764, ""labels"": [322]}, {""name"": ""石榴"", ""share"": 0.143, ""labels"": [78]}, {""name"": ""球M"", ""share"": 0.094, ""labels"": [321]}]"
2026_08_16/001,e2,v7,stress,naive,67.2,69.42,2.22,3.275,球L,320,1.0,,,,0.281,0.801,,,1,1,11,球L,1,3,"[{""name"": ""球L"", ""share"": 0.695, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.195, ""labels"": [323]}, {""name"": ""球M"", ""share"": 0.065, ""labels"": [321]}]"
2026_08_16/001,e2,v7,stress,naive,69.64,71.37,1.73,3.283,球L,320,1.0,,,,0.292,0.819,,,1,1,11,球L,1,3,"[{""name"": ""球L"", ""share"": 0.705, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.206, ""labels"": [323]}, {""name"": ""球M"", ""share"": 0.059, ""labels"": [321]}]"
