rec,card,era,flags,cfg,t_start_rel,t_end_rel,dur_s,dist_m,object,object_label,share,q,capture,A_cap,A_share,p_none,surface,W,acc_live,acc_e2,window_k,target,correct,n_cands,candidates
2026_08_16/001,e2,v7,stress,s02,21.88,22.48,0.6,3.21,,-1,0.0,0.0,,,,1.0,object#140,,0,0,,,,0,[]
2026_08_16/001,e2,v7,stress,s02,22.91,24.97,2.06,3.183,,-1,0.0,0.0,,,,1.0,object#130,,0,0,,,,0,[]
2026_08_16/001,e2,v7,stress,s02,25.14,26.0,0.87,3.189,,-1,0.0,0.0,,,,1.0,object#130,,0,0,,,,0,[]
2026_08_16/001,e2,v7,stress,s02,26.62,27.75,1.14,3.165,球L,320,1.0,0.009,0.009,0.0,0.0,0.991,object#316,,0,0,,,,1,"[{""name"": ""球L"", ""share"": 1.0, ""q"": 0.009, ""capture"": 0.009, ""miss_deg"": 0.61, ""labels"": [320]}]"
2026_08_16/001,e2,v7,stress,s02,27.92,28.57,0.65,3.268,球L,320,1.0,0.011,0.011,0.0,0.0,0.989,object#316,,0,0,,,,1,"[{""name"": ""球L"", ""share"": 1.0, ""q"": 0.011, ""capture"": 0.011, ""miss_deg"": 0.6, ""labels"": [320]}]"
2026_08_16/001,e2,v7,stress,s02,28.82,31.52,2.71,3.284,球L,320,1.0,0.011,0.011,0.0,0.0,0.989,object#316,,0,0,,,,1,"[{""name"": ""球L"", ""share"": 1.0, ""q"": 0.011, ""capture"": 0.011, ""miss_deg"": 0.6, ""labels"": [320]}]"
2026_08_16/001,e2,v7,stress,s02,31.58,31.85,0.27,3.283,,-1,0.0,0.0,,,,1.0,object#53,,0,0,,,,0,[]
2026_08_16/001,e2,v7,stress,s02,32.18,32.5,0.32,3.286,球L,320,1.0,0.011,0.011,0.0,0.0,0.989,object#316,,0,0,2,球R,0,1,"[{""name"": ""球L"", ""share"": 1.0, ""q"": 0.011, ""capture"": 0.011, ""miss_deg"": 0.6, ""labels"": [320]}]"
2026_08_16/001,e2,v7,stress,s02,32.56,33.64,1.08,3.305,,-1,0.0,0.0,,,,1.0,object#318,,0,0,2,球R,,0,[]
2026_08_16/001,e2,v7,stress,s02,33.8,34.24,0.43,3.327,,-1,0.0,0.0,,,,1.0,object#318,,0,0,2,球R,,0,[]
2026_08_16/001,e2,v7,stress,s02,34.47,37.77,3.3,3.316,,-1,0.0,0.0,,,,1.0,object#318,,0,0,2,球R,,0,[]
2026_08_16/001,e2,v7,stress,s02,38.0,38.71,0.7,3.326,,-1,0.0,0.0,,,,1.0,object#318,,0,0,2,球R,,0,[]
2026_08_16/001,e2,v7,stress,s02,38.98,39.9,0.92,3.31,,-1,0.0,0.0,,,,1.0,object#318,,0,0,2,球R,,0,[]
2026_08_16/001,e2,v7,stress,s02,40.15,40.42,0.27,3.515,,-1,0.0,0.0,,,,1.0,object#46,,0,0,,,,0,[]
2026_08_16/001,e2,v7,stress,s02,40.53,40.91,0.38,3.452,,-1,0.0,0.0,,,,1.0,object#135,,0,0,,,,0,[]
2026_08_16/001,e2,v7,stress,s02,43.74,45.42,1.68,3.61,,-1,0.0,0.0,,,,1.0,object#225,,0,0,5,球M,,0,[]
2026_08_16/001,e2,v7,stress,s02,46.8,49.4,2.6,3.275,球L,320,1.0,0.006,0.006,0.0,0.0,0.994,object#316,,0,0,,,,1,"[{""name"": ""球L"", ""share"": 1.0, ""q"": 0.006, ""capture"": 0.006, ""miss_deg"": 0.64, ""labels"": [320]}]"
2026_08_16/001,e2,v7,stress,s02,49.66,51.12,1.46,3.274,球L,320,1.0,0.002,0.002,0.0,0.0,0.998,object#316,,0,0,,,,1,"[{""name"": ""球L"", ""share"": 1.0, ""q"": 0.002, ""capture"": 0.002, ""miss_deg"": 0.69, ""labels"": [320]}]"
2026_08_16/001,e2,v7,stress,s02,51.44,53.07,1.62,3.277,,-1,0.0,0.0,,,,1.0,object#53,,0,0,,,,0,[]
2026_08_16/001,e2,v7,stress,s02,53.44,54.14,0.7,3.298,球L,320,1.0,0.003,0.003,0.0,0.0,0.997,object#316,,0,0,,,,1,"[{""name"": ""球L"", ""share"": 1.0, ""q"": 0.003, ""capture"": 0.003, ""miss_deg"": 0.67, ""labels"": [320]}]"
2026_08_16/001,e2,v7,stress,s02,54.2,56.53,2.33,3.274,球L,320,1.0,0.017,0.017,0.0,0.0,0.983,object#316,,0,0,,,,1,"[{""name"": ""球L"", ""share"": 1.0, ""q"": 0.017, ""capture"": 0.017, ""miss_deg"": 0.57, ""labels"": [320]}]"
2026_08_16/001,e2,v7,stress,s02,56.74,59.83,3.09,3.27,球L,320,1.0,0.094,0.094,0.0,0.0,0.906,object#316,,0,0,,,,1,"[{""name"": ""球L"", ""share"": 1.0, ""q"": 0.094, ""capture"": 0.094, ""miss_deg"": 0.43, ""labels"": [320]}]"
2026_08_16/001,e2,v7,stress,s02,60.49,62.76,2.27,3.338,,-1,0.0,0.0,,,,1.0,object#318,,0,0,10,球R,,0,[]
2026_08_16/001,e2,v7,stress,s02,62.99,66.51,3.52,3.328,,-1,0.0,0.0,,,,1.0,object#318,,0,0,10,球R,,0,[]
2026_08_16/001,e2,v7,stress,s02,67.2,69.42,2.22,3.275,,-1,0.0,0.0,,,,1.0,object#53,,0,0,11,球L,,0,[]
2026_08_16/001,e2,v7,stress,s02,69.64,71.37,1.73,3.283,,-1,0.0,0.0,,,,1.0,object#53,,0,0,11,球L,,0,[]
2026_08_16/001,e2,v7,stress,s02,71.61,73.88,2.27,3.287,球L,320,1.0,0.003,0.003,0.0,0.0,0.997,object#316,,0,0,11,球L,1,1,"[{""name"": ""球L"", ""share"": 1.0, ""q"": 0.003, ""capture"": 0.003, ""miss_deg"": 0.68, ""labels"": [320]}]"
2026_08_16/001,e2,v7,stress,s02,74.13,80.95,6.82,3.305,,-1,0.0,0.0,,,,1.0,object#130,,0,0,,,,0,[]
2026_08_16/001,e2,v7,stress,s02,81.41,81.68,0.27,3.522,,-1,0.0,0.0,,,,1.0,object#135,,0,0,,,,0,[]
2026_08_16/001,e2,v7,stress,s02,81.85,86.29,4.44,3.285,,-1,0.0,0.0,,,,1.0,object#53,,0,0,,,,0,[]
2026_08_16/001,e2,v7,stress,s02,86.34,87.86,1.52,3.295,,-1,0.0,0.0,,,,1.0,object#10,,0,0,,,,0,[]
2026_08_16/001,e2,v7,stress,s02,89.87,90.14,0.27,3.453,,-1,0.0,0.0,,,,1.0,object#46,,0,0,,,,0,[]
2026_08_16/001,e2,v7,stress,s02,90.47,90.74,0.27,4.61,,-1,0.0,0.0,,,,1.0,object#250,,0,0,,,,0,[]
2026_08_16/001,e2,v7,stress,s02,91.28,91.61,0.32,3.661,,-1,0.0,0.0,,,,1.0,object#225,,0,0,,,,0,[]
2026_08_16/001,e2,v7,stress,s02,93.23,93.5,0.27,3.709,,-1,0.0,0.0,,,,1.0,object#225,,0,0,12,球M,,0,[]
2026_08_16/001,e2,v7,stress,s02,93.93,94.91,0.97,3.438,,-1,0.0,0.0,,,,1.0,object#46,,0,0,12,球M,,0,[]
2026_08_16/001,e2,v7,stress,s02,95.12,95.56,0.43,4.571,,-1,0.0,0.0,,,,1.0,object#250,,0,0,12,球M,,0,[]
2026_08_16/001,e2,v7,stress,s02,96.63,96.9,0.27,4.012,,-1,0.0,0.0,,,,1.0,object#187,,0,0,,,,0,[]
2026_08_16/001,e2,v7,stress,s02,99.92,100.19,0.27,2.123,,-1,0.0,0.0,,,,1.0,floor,,0,0,,,,0,[]
2026_08_16/s1,s1,v7,,s02,10.44,10.71,0.27,2.258,,-1,0.0,0.0,,,,1.0,object#20,,0,0,,,,0,[]
2026_08_16/s1,s1,v7,,s02,10.77,11.26,0.49,2.178,,-1,0.0,0.0,,,,1.0,object#20,,0,0,,,,0,[]
2026_08_16/s1,s1,v7,,s02,11.55,12.74,1.19,2.526,,-1,0.0,0.0,,,,1.0,object#32,,0,0,,,,0,[]
2026_08_16/s1,s1,v7,,s02,13.86,14.24,0.38,1.613,,-1,0.0,0.0,,,,1.0,object#10,,0,0,,,,0,[]
2026_08_16/s1,s1,v7,,s02,14.51,15.0,0.49,1.756,,-1,0.0,0.0,,,,1.0,object#57,,0,0,,,,0,[]
2026_08_16/s1,s1,v7,,s02,16.01,19.69,3.68,1.615,球R,322,1.0,0.914,0.914,0.0,0.0,0.086,object#318,,1,1,1,球R,1,1,"[{""name"": ""球R"", ""share"": 1.0, ""q"": 0.914, ""capture"": 0.914, ""miss_deg"": 0.09, ""labels"": [322]}]"
2026_08_16/s1,s1,v7,,s02,19.96,20.23,0.27,1.603,球R,322,1.0,1.0,1.0,0.0,0.0,0.0,,,1,1,1,球R,1,1,"[{""name"": ""球R"", ""share"": 1.0, ""q"": 1.0, ""capture"": 1.0, ""miss_deg"": 0.01, ""labels"": [322]}]"
2026_08_16/s1,s1,v7,,s02,20.53,22.37,1.84,1.606,球R,322,1.0,1.0,1.0,0.0,0.0,0.0,,,1,1,1,球R,1,1,"[{""name"": ""球R"", ""share"": 1.0, ""q"": 1.0, ""capture"": 1.0, ""miss_deg"": 0.0, ""labels"": [322]}]"
2026_08_16/s1,s1,v7,,s02,22.76,29.26,6.5,1.53,球L,320,1.0,1.0,1.0,0.0,0.0,0.0,,,1,1,2,球L,1,1,"[{""name"": ""球L"", ""share"": 1.0, ""q"": 1.0, ""capture"": 1.0, ""miss_deg"": 0.01, ""labels"": [320]}]"
2026_08_16/s1,s1,v7,,s02,29.8,31.31,1.52,1.488,球M,321,1.0,0.999,0.999,0.0,0.0,0.001,,,1,1,,,,1,"[{""name"": ""球M"", ""share"": 1.0, ""q"": 0.999, ""capture"": 0.999, ""miss_deg"": 0.01, ""labels"": [321]}]"
2026_08_16/s1,s1,v7,,s02,31.58,32.4,0.81,1.485,球M,321,1.0,0.999,0.999,0.0,0.0,0.001,,,1,1,3,球M,1,1,"[{""name"": ""球M"", ""share"": 1.0, ""q"": 0.999, ""capture"": 0.999, ""miss_deg"": 0.01, ""labels"": [321]}]"
2026_08_16/s1,s1,v7,,s02,32.75,36.27,3.52,1.485,球M,321,1.0,1.0,1.0,0.0,0.0,0.0,,,1,1,3,球M,1,1,"[{""name"": ""球M"", ""share"": 1.0, ""q"": 1.0, ""capture"": 1.0, ""miss_deg"": 0.01, ""labels"": [321]}]"
