rec,card,era,flags,cfg,t_start_rel,t_end_rel,dur_s,dist_m,object,object_label,share,q,capture,A_cap,A_share,p_none,surface,W,acc_live,acc_e2,window_k,target,correct,n_cands,candidates
2026_08_16/001,e2,v7,stress,cluster010,37.9,39.9,2.0,3.312,球R,322,0.875,0.069,0.422,0.104,0.143,0.921,object#318,,1,1,2,球R,1,2,"[{""name"": ""球R"", ""share"": 0.875, ""q"": 0.069, ""capture"": 0.422, ""miss_deg"": 1.31, ""labels"": [322]}, {""name"": ""石榴"", ""share"": 0.125, ""q"": 0.01, ""capture"": 0.044, ""miss_deg"": 2.5, ""labels"": [78]}]"
2026_08_16/001,e2,v7,stress,cluster010,40.15,40.42,0.27,3.515,球M,321,1.0,0.005,0.027,0.0,0.0,0.995,object#46,,0,0,,,,1,"[{""name"": ""球M"", ""share"": 1.0, ""q"": 0.005, ""capture"": 0.027, ""miss_deg"": 2.68, ""labels"": [321]}]"
2026_08_16/001,e2,v7,stress,cluster010,40.53,40.91,0.38,3.452,,-1,0.0,0.0,,,,1.0,object#46,,0,0,,,,0,[]
2026_08_16/001,e2,v7,stress,cluster010,41.07,41.51,0.43,3.596,球M,321,1.0,0.016,0.098,0.0,0.0,0.984,object#46,,0,0,,,,1,"[{""name"": ""球M"", ""share"": 1.0, ""q"": 0.016, ""capture"": 0.098, ""miss_deg"": 2.16, ""labels"": [321]}]"
2026_08_16/001,e2,v7,stress,cluster010,43.74,45.42,1.68,3.61,球M,321,1.0,0.015,0.093,0.0,0.0,0.985,object#46,,0,0,5,球M,1,1,"[{""name"": ""球M"", ""share"": 1.0, ""q"": 0.015, ""capture"": 0.093, ""miss_deg"": 2.18, ""labels"": [321]}]"
2026_08_16/001,e2,v7,stress,cluster010,46.21,46.48,0.27,3.683,球M,321,1.0,0.026,0.156,0.0,0.0,0.974,object#46,,0,0,,,,1,"[{""name"": ""球M"", ""share"": 1.0, ""q"": 0.026, ""capture"": 0.156, ""miss_deg"": 1.93, ""labels"": [321]}]"
2026_08_16/001,e2,v7,stress,cluster010,46.8,49.4,2.6,3.275,球L,320,0.741,0.042,0.183,0.115,0.35,0.943,object#316,,0,0,,,,2,"[{""name"": ""球L"", ""share"": 0.741, ""q"": 0.042, ""capture"": 0.183, ""miss_deg"": 1.84, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.259, ""q"": 0.015, ""capture"": 0.021, ""miss_deg"": 2.79, ""labels"": [323]}]"
2026_08_16/001,e2,v7,stress,cluster010,49.66,51.12,1.46,3.274,球L,320,0.565,0.05,0.217,0.244,0.77,0.911,object#316,,1,1,,,,2,"[{""name"": ""球L"", ""share"": 0.565, ""q"": 0.05, ""capture"": 0.217, ""miss_deg"": 1.75, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.435, ""q"": 0.039, ""capture"": 0.053, ""miss_deg"": 2.42, ""labels"": [323]}]"
2026_08_16/001,e2,v7,stress,cluster010,51.44,53.18,1.73,3.267,球L,320,1.0,0.0,0.001,0.0,0.0,1.0,object#46,,0,0,,,,1,"[{""name"": ""球L"", ""share"": 1.0, ""q"": 0.0, ""capture"": 0.001, ""miss_deg"": 3.8, ""labels"": [320]}]"
2026_08_16/001,e2,v7,stress,cluster010,53.44,56.53,3.09,3.28,球L,320,0.691,0.116,0.503,0.133,0.405,0.832,object#316,,1,1,,,,3,"[{""name"": ""球L"", ""share"": 0.691, ""q"": 0.116, ""capture"": 0.503, ""miss_deg"": 1.17, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.28, ""q"": 0.047, ""capture"": 0.067, ""miss_deg"": 2.33, ""labels"": [323]}, {""name"": ""苹果"", ""share"": 0.029, ""q"": 0.005, ""capture"": 0.02, ""miss_deg"": 2.8, ""labels"": [300]}]"
2026_08_16/001,e2,v7,stress,cluster010,56.69,59.83,3.14,3.266,球L,320,0.614,0.129,0.559,0.168,0.524,0.79,object#316,,1,1,,,,3,"[{""name"": ""球L"", ""share"": 0.614, ""q"": 0.129, ""capture"": 0.559, ""miss_deg"": 1.08, ""labels"": [320]}, {""name"": ""香蕉"", ""share"": 0.322, ""q"": 0.068, ""capture"": 0.094, ""miss_deg"": 2.18, ""labels"": [323]}, {""name"": ""苹果"", ""share"": 0.064, ""q"": 0.013, ""capture"": 0.053, ""miss_deg"": 2.42, ""labels"": [300]}]"
2026_08_16/001,e2,v7,stress,cluster010,60.49,62.76,2.27,3.338,球R,322,0.719,0.064,0.391,0.286,0.391,0.911,object#318,,1,1,10,球R,1,2,"[{""name"": ""球R"", ""share"": 0.719, ""q"": 0.064, ""capture"": 0.391, ""miss_deg"": 1.37, ""labels"": [322]}, {""name"": ""石榴"", ""share"": 0.281, ""q"": 0.025, ""capture"": 0.112, ""miss_deg"": 2.09, ""labels"": [78]}]"
2026_08_16/001,e2,v7,stress,cluster010,62.93,66.56,3.63,3.327,球R,322,1.0,0.024,0.148,0.0,0.0,0.976,object#318,,0,0,10,球R,1,1,"[{""name"": ""球R"", ""share"": 1.0, ""q"": 0.024, ""capture"": 0.148, ""miss_deg"": 1.95, ""labels"": [322]}]"
