rec,card,era,flags,cfg,k,target,size,theta_unit,tier,occl,walking,stress,window_src,reliable,lcs,has_window,win_start_rel,win_end_rel,n_finals,n_obj_finals,n_acc,n_acc_e2,outcome_first,first_obj,first_lat_end,first_lat_start,first_lat_stare,first_share,first_capture,first_A,first_p_none,first_dur,outcome_any,any_correct,any_wrong,flip_wrong_then_correct,flip_correct_then_wrong,wrong_objs,first_e2,ungated_first,ungated_majority,best_target_capture,best_wrong_capture,best_target_share,best_wrong_share,dist_m
2026_08_16/s1,s1,v7,,mass10,5,球M,ball(3cm),7.69,≥2.5°,clear,0,0,schedule,1,hit,1,44.48,50.18,1,1,1,1,correct,球M,5.38,-0.64,2.98,1.0,1.056,0.0,0.258,6.01,correct_only,1,0,0,0,,correct,correct,correct,1.056,,1.0,,1.5
2026_08_16/s1,s1,v7,,mass10,6,球M,ball(3cm),7.69,≥2.5°,clear,0,0,schedule,1,hit,1,51.34,57.08,4,4,4,4,correct,球M,2.81,-0.71,0.37,1.0,1.072,0.0,0.247,3.52,correct_only,1,0,0,0,,correct,correct,correct,1.127,,1.0,,1.49
2026_08_16/s1,s1,v7,,mass10,7,球R,ball(3cm),5.41,≥2.5°,clear,0,0,schedule,1,hit,1,58.24,63.97,2,2,2,2,correct,球R,2.71,-1.24,0.28,1.0,1.061,0.0,0.422,3.95,correct_only,1,0,0,0,,correct,correct,correct,1.087,,1.0,,1.59
2026_08_16/s1,s1,v7,,mass10,8,球L,ball(3cm),5.02,≥2.5°,clear,0,0,schedule,1,hit,1,65.37,71.11,2,2,2,2,correct,球L,3.6,-0.19,1.16,1.0,0.664,0.0,0.534,3.79,correct_only,1,0,0,0,,correct,correct,correct,0.888,,1.0,,1.56
2026_08_16/s1,s1,v7,,mass10,9,球L,ball(3cm),5.02,≥2.5°,clear,0,0,schedule,1,hit,1,72.27,78.0,1,1,1,1,correct,球L,5.21,-1.02,2.78,1.0,0.58,0.0,0.593,6.23,correct_only,1,0,0,0,,correct,correct,correct,0.58,,1.0,,1.58
2026_08_16/s1,s1,v7,,mass10,10,球M,ball(3cm),7.69,≥2.5°,clear,0,0,schedule,1,hit,1,79.16,84.98,6,6,5,5,correct,球M,1.25,0.66,-1.27,1.0,0.653,0.0,0.551,0.6,correct_only,1,0,0,0,,correct,correct,correct,1.125,,1.0,,1.56
2026_08_16/s1,s1,v7,,mass10,11,球R,ball(3cm),5.41,≥2.5°,clear,0,0,schedule,1,hit,1,86.14,92.08,1,1,1,1,correct,球R,5.41,1.51,2.77,1.0,0.472,0.0,0.743,3.9,correct_only,1,0,0,0,,correct,correct,correct,0.472,,1.0,,1.6
2026_08_16/s1,s1,v7,,mass10,12,球M,ball(3cm),7.69,≥2.5°,clear,0,0,schedule,1,hit,1,93.24,99.18,2,2,2,2,correct,球M,4.42,-1.21,1.78,1.0,0.824,0.0,0.421,5.63,correct_only,1,0,0,0,,correct,correct,correct,1.191,,1.0,,1.5
2026_08_16/s1,s1,v7,,mass10,13,球R,ball(3cm),5.41,≥2.5°,clear,0,0,schedule,1,hit,1,100.34,106.28,1,1,1,1,correct,球R,5.64,-1.08,3.0,1.0,0.997,0.0,0.457,6.72,correct_only,1,0,0,0,,correct,correct,correct,0.997,,1.0,,1.61
2026_08_16/s1,s1,v7,,mass10,14,球R,ball(3cm),5.41,≥2.5°,clear,0,0,schedule,1,hit,1,107.44,113.4,3,3,2,2,correct,球R,3.92,-0.95,1.26,1.0,0.849,0.0,0.538,4.87,correct_only,1,0,0,0,,correct,correct,correct,0.849,,1.0,,1.62
2026_08_16/s1,s1,v7,,mass10,15,球L,ball(3cm),5.02,≥2.5°,clear,0,0,schedule,1,hit,1,114.56,120.57,1,1,1,1,correct,球L,5.74,-0.97,3.03,1.0,0.521,0.0,0.634,6.72,correct_only,1,0,0,0,,correct,correct,correct,0.521,,1.0,,1.59
2026_08_16/s2,s2,v7,,mass10,1,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,18.18,23.88,1,1,1,1,correct,球M,5.74,2.11,3.34,1.0,0.904,0.0,0.663,3.63,correct_only,1,0,0,0,,correct,correct,correct,0.904,,1.0,,2.35
2026_08_16/s2,s2,v7,,mass10,2,球R,ball(3cm),2.55,≥2.5°,clear,0,0,schedule,1,hit,1,25.04,30.76,2,2,2,2,correct,球R,2.98,-0.81,0.56,0.995,0.561,0.004,0.847,3.79,correct_only,1,0,0,0,,correct,correct,correct,0.561,,0.996,,2.48
2026_08_16/s2,s2,v7,,mass10,3,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,31.92,37.72,5,5,5,5,correct,球M,1.51,0.7,-0.99,1.0,1.145,0.0,0.574,0.81,correct_only,1,0,0,0,,correct,correct,correct,1.254,,1.0,,2.45
2026_08_16/s2,s2,v7,,mass10,4,球R,ball(3cm),2.55,≥2.5°,clear,0,0,schedule,1,hit,1,38.88,44.65,3,3,3,3,correct,球R,3.41,-0.93,0.94,0.962,1.007,0.029,0.717,4.33,correct_only,1,0,0,0,,correct,correct,correct,1.078,,0.976,,2.49
2026_08_16/s2,s2,v7,,mass10,5,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,45.81,51.53,3,3,3,3,correct,球L,3.44,-0.89,1.02,0.746,0.7,0.116,0.638,4.33,mixed,1,1,1,1,香蕉,correct,correct,correct,0.7,0.208,0.749,0.927,2.43
2026_08_16/s2,s2,v7,,mass10,6,球R,ball(3cm),2.55,≥2.5°,clear,0,0,schedule,1,hit,1,52.69,58.39,2,2,2,2,correct,球R,4.39,-0.81,1.99,0.955,0.937,0.034,0.735,5.2,correct_only,1,0,0,0,,correct,correct,correct,0.937,,0.955,,2.46
2026_08_16/s2,s2,v7,,mass10,7,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,59.55,65.33,4,4,4,4,correct,球M,2.25,1.28,-0.23,1.0,1.372,0.0,0.49,0.97,mixed,1,1,1,1,香蕉,correct,correct,correct,1.372,0.37,1.0,0.715,2.45
2026_08_16/s2,s2,v7,,mass10,8,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,66.69,72.44,1,1,1,1,correct,球L,5.46,-0.39,3.01,0.807,0.774,0.071,0.643,5.85,correct_only,1,0,0,0,,correct,correct,correct,0.774,,0.807,,2.47
2026_08_16/s2,s2,v7,,mass10,9,球R,ball(3cm),2.55,≥2.5°,clear,0,0,schedule,1,hit,1,73.6,79.28,1,1,1,1,correct,球R,5.49,2.89,3.11,0.993,0.806,0.005,0.793,2.6,correct_only,1,0,0,0,,correct,correct,correct,0.806,,0.993,,2.55
2026_08_16/s2,s2,v7,,mass10,10,球R,ball(3cm),2.55,≥2.5°,clear,0,0,schedule,1,hit,1,80.44,86.23,3,3,3,3,correct,球R,2.77,-0.37,0.28,0.907,1.083,0.078,0.677,3.14,correct_only,1,0,0,0,,correct,correct,correct,1.113,,0.957,,2.52
2026_08_16/s2,s2,v7,,mass10,11,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,87.39,93.38,5,5,5,5,correct,球M,1.73,1.3,-0.96,1.0,1.286,0.0,0.557,0.43,correct_only,1,0,0,0,,correct,correct,correct,1.381,,1.0,,2.39
2026_08_16/s2,s2,v7,,mass10,12,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,94.54,100.51,3,3,3,3,correct,球L,3.72,-0.84,1.05,0.861,0.673,0.065,0.709,4.56,correct_only,1,0,0,0,,correct,correct,correct,0.673,,0.861,,2.47
2026_08_16/s2,s2,v7,,mass10,13,球M,ball(3cm),4.47,≥2.5°,clear,0,0,schedule,1,hit,1,101.67,107.63,3,3,3,3,correct,球M,3.45,3.01,0.79,1.0,0.972,0.0,0.639,0.43,correct_only,1,0,0,0,,correct,correct,correct,1.41,,1.0,,2.4
2026_08_16/s2,s2,v7,,mass10,14,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,108.79,114.8,3,3,2,2,correct,球L,4.47,0.78,1.76,0.656,0.65,0.182,0.631,3.68,correct_only,1,0,0,0,,correct,correct,correct,0.732,0.177,0.823,0.968,2.47
2026_08_16/s2,s2,v7,,mass10,15,球L,ball(3cm),2.85,≥2.5°,clear,0,0,schedule,1,hit,1,115.96,121.97,3,3,2,2,correct,球L,2.75,1.51,0.04,0.753,0.791,0.096,0.609,1.25,correct_only,1,0,0,0,,correct,correct,correct,0.791,0.111,0.753,0.791,2.46
2026_08_16/s3,s3,v7,,mass10,1,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,18.24,23.94,4,4,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,0.15,,1.0,,3.45
2026_08_16/s3,s3,v7,,mass10,2,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,25.1,30.88,2,2,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,0.147,,1.0,,3.35
2026_08_16/s3,s3,v7,,mass10,3,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,32.04,37.86,2,2,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,0.19,,1.0,,3.35
2026_08_16/s3,s3,v7,,mass10,4,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,39.02,44.84,4,4,4,4,correct,球M,1.62,1.3,-0.9,0.99,0.924,0.003,0.808,0.32,correct_only,1,0,0,0,,correct,correct,correct,1.174,,1.0,,3.91
2026_08_16/s3,s3,v7,,mass10,5,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,hit,1,46.0,51.67,1,1,1,1,correct,球R,5.49,-0.85,3.12,1.0,0.21,0.0,0.966,6.34,correct_only,1,0,0,0,,correct,correct,correct,0.21,,1.0,,3.4
2026_08_16/s3,s3,v7,,mass10,6,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,hit,1,52.83,58.53,1,1,1,1,correct,球R,5.63,-0.82,3.23,1.0,0.253,0.0,0.959,6.45,correct_only,1,0,0,0,,correct,correct,correct,0.253,,1.0,,3.39
2026_08_16/s3,s3,v7,,mass10,7,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,59.69,65.49,4,4,2,2,correct,球L,4.92,4.37,2.42,0.825,0.503,0.056,0.864,0.54,correct_only,1,0,0,0,,correct,correct,correct,0.523,0.096,0.866,0.756,3.34
2026_08_16/s3,s3,v7,,mass10,8,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,66.69,72.43,1,1,1,1,correct,球L,5.56,-0.39,3.12,1.0,0.212,0.0,0.953,5.96,correct_only,1,0,0,0,,correct,correct,correct,0.212,,1.0,,3.35
2026_08_16/s3,s3,v7,,mass10,9,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,73.59,79.32,3,3,3,3,correct,球M,2.63,-0.99,0.2,0.99,1.519,0.003,0.684,3.63,correct_only,1,0,0,0,,correct,correct,correct,1.519,,1.0,,3.4
2026_08_16/s3,s3,v7,,mass10,10,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,hit,1,80.48,86.27,3,3,3,3,wrong,球M,3.46,2.49,0.97,1.0,0.247,0.0,0.949,0.97,mixed,1,1,1,1,球M|香蕉,wrong,wrong,wrong,0.741,0.247,0.772,1.0,3.4
2026_08_16/s3,s3,v7,,mass10,11,球L,ball(3cm),2.0,1.0–2.5°,clear,0,0,schedule,1,hit,1,87.43,93.42,2,2,2,2,correct,球L,4.43,0.69,1.74,0.809,0.39,0.074,0.893,3.74,correct_only,1,0,0,0,,correct,correct,correct,0.39,,0.809,,3.35
2026_08_16/s3,s3,v7,,mass10,12,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,94.58,100.52,2,2,2,2,correct,球M,2.66,1.79,0.02,1.0,1.031,0.0,0.887,0.87,correct_only,1,0,0,0,,correct,correct,correct,1.031,,1.0,,4.0
2026_08_16/s3,s3,v7,,mass10,13,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,hit,1,101.68,107.62,2,2,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,0.135,,1.0,,3.38
2026_08_16/s3,s3,v7,,mass10,14,球M,ball(3cm),3.19,≥2.5°,clear,0,0,schedule,1,hit,1,108.78,114.79,3,3,2,2,correct,球M,1.85,1.15,-0.86,1.0,0.306,0.0,0.942,0.7,correct_only,1,0,0,0,,correct,correct,correct,1.321,0.162,1.0,0.657,3.39
2026_08_16/s3,s3,v7,,mass10,15,球R,ball(3cm),1.53,1.0–2.5°,clear,0,0,schedule,1,hit,1,115.95,121.92,1,1,1,1,correct,球R,6.47,-0.63,3.8,0.938,0.517,0.048,0.91,7.1,correct_only,1,0,0,0,,correct,correct,correct,0.517,,0.938,,3.38
2026_08_16/s4,s4,v8,,mass10,1,球L,ball(3cm),1.67,1.0–2.5°,clear,0,0,schedule,1,hit,1,15.68,21.4,2,2,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,0.071,,1.0,,3.81
2026_08_16/s4,s4,v8,,mass10,2,球L,ball(3cm),1.67,1.0–2.5°,clear,0,0,schedule,1,hit,1,22.56,28.34,2,1,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,0.062,,1.0,,3.8
2026_08_16/s4,s4,v8,,mass10,3,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,miss,1,29.5,35.29,6,5,3,3,wrong,球L,0.85,0.25,-1.64,0.929,0.611,0.026,0.864,0.6,mixed,1,1,1,0,球L,wrong,wrong,wrong,0.413,0.611,1.0,1.0,3.8
2026_08_16/s4,s4,v8,,mass10,4,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,schedule,1,hit,1,36.45,42.22,5,2,0,0,none,,,,,,,,,,none,0,0,0,0,,none,wrong,correct,0.015,0.008,1.0,1.0,3.95
2026_08_16/s4,s4,v8,,mass10,5,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,schedule,1,hit,1,43.38,49.06,3,1,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,0.002,,1.0,,3.87
2026_08_16/s4,s4,v8,,mass10,6,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,hit,1,50.22,55.97,5,4,4,4,wrong,球R,1.26,0.67,-1.19,0.985,0.303,0.017,0.95,0.6,mixed,1,1,1,0,球R,wrong,wrong,correct,0.435,0.303,0.995,0.985,3.87
2026_08_16/s4,s4,v8,,mass10,7,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,hit,1,57.13,62.9,4,4,3,3,correct,球M,1.75,1.48,-0.72,0.99,0.651,0.003,0.864,0.27,correct_only,1,0,0,0,,correct,correct,correct,0.755,,1.0,,3.9
2026_08_16/s4,s4,v8,,mass10,8,球L,ball(3cm),1.67,1.0–2.5°,clear,0,0,schedule,1,hit,1,72.63,78.38,3,3,3,3,wrong,球M,0.46,0.05,-1.99,1.0,0.854,0.0,0.824,0.41,mixed,1,1,1,0,球M,wrong,wrong,correct,0.832,0.854,0.975,1.0,3.79
2026_08_16/s4,s4,v8,,mass10,9,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,schedule,1,hit,1,79.54,85.21,4,4,3,3,wrong,球L,1.72,0.78,-0.65,1.0,0.23,0.0,0.953,0.94,mixed,1,1,1,0,球L,wrong,wrong,correct,0.389,0.23,1.0,1.0,3.79
2026_08_16/s4,s4,v8,,mass10,10,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,miss,1,86.37,92.19,3,2,1,1,wrong,球R,2.18,1.83,-0.34,0.939,0.613,0.064,0.893,0.35,wrong_only,0,1,0,0,球R,wrong,wrong,wrong,,0.613,,1.0,3.8
2026_08_16/s4,s4,v8,,mass10,11,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,schedule,1,hit,1,93.35,99.29,3,3,1,1,wrong,球M,2.16,1.78,-0.48,0.744,0.642,0.104,0.822,0.39,wrong_only,0,1,0,0,球M,wrong,wrong,correct,0.168,0.642,1.0,0.744,3.8
2026_08_16/s4,s4,v8,,mass10,12,球R,ball(3cm),1.28,1.0–2.5°,clear,0,0,schedule,1,hit,1,100.45,106.37,1,1,1,1,correct,球R,6.29,2.66,3.67,1.0,0.202,0.0,0.967,3.63,correct_only,1,0,0,0,,correct,correct,correct,0.202,,1.0,,3.91
2026_08_16/s4,s4,v8,,mass10,13,球M,ball(3cm),2.82,≥2.5°,clear,0,0,schedule,1,hit,1,107.53,113.49,1,1,1,1,correct,球M,4.97,2.75,2.31,1.0,0.841,0.0,0.827,2.22,correct_only,1,0,0,0,,correct,correct,correct,0.841,,1.0,,3.81
2026_08_16/s4,s4,v8,,mass10,14,球L,ball(3cm),1.67,1.0–2.5°,clear,0,0,schedule,1,hit,1,114.65,120.66,1,1,1,1,correct,球L,6.37,2.8,3.66,0.936,0.545,0.026,0.87,3.57,correct_only,1,0,0,0,,correct,correct,correct,0.545,,0.936,,3.77
2026_08_16/s4,s4,v8,,mass10,15,球L,ball(3cm),1.67,1.0–2.5°,clear,0,0,schedule,1,hit,1,121.82,127.84,4,4,4,4,correct,球L,0.86,0.26,-1.86,0.829,0.312,0.071,0.922,0.6,correct_only,1,0,0,0,,correct,correct,correct,0.633,,0.978,,3.77
2026_08_16/s6,s6,v8,,mass10,1,球L,ball(3cm),0.56,<1.0°,clear,0,0,schedule,1,hit,1,21.14,26.87,2,2,2,2,correct,球L,3.99,0.52,1.56,0.992,0.294,0.003,0.952,3.47,correct_only,1,0,0,0,,correct,correct,correct,0.69,,0.992,,4.43
2026_08_16/s6,s6,v8,,mass10,2,球M,ball(3cm),1.79,1.0–2.5°,clear,0,0,schedule,1,hit,1,28.03,33.77,5,5,2,2,correct,球M,2.89,1.81,0.45,0.999,0.407,0.002,0.941,1.08,correct_only,1,0,0,0,,correct,correct,correct,0.407,,1.0,,4.53
2026_08_16/s6,s6,v8,,mass10,3,球R,ball(3cm),1.85,1.0–2.5°,clear,0,0,schedule,1,hit,1,34.93,40.68,2,1,0,0,none,,,,,,,,,,none,0,0,0,0,,none,correct,correct,0.062,,1.0,,4.56
2026_08_16/s6,s6,v8,,mass10,4,球R,ball(3cm),1.85,1.0–2.5°,clear,0,0,schedule,1,hit,1,41.84,47.61,3,3,2,2,correct,球R,1.51,0.97,-0.96,1.0,0.277,0.0,0.962,0.54,correct_only,1,0,0,0,,correct,correct,correct,0.277,,1.0,,4.54
2026_08_16/s6,s6,v8,,mass10,5,球M,ball(3cm),1.79,1.0–2.5°,clear,0,0,schedule,1,hit,1,48.77,54.47,2,2,2,2,correct,球M,3.24,-0.77,0.84,0.986,0.728,0.019,0.892,4.01,correct_only,1,0,0,0,,correct,correct,correct,0.74,,0.986,,4.46
2026_08_16/s6,s6,v8,,mass10,6,球R,ball(3cm),1.85,1.0–2.5°,clear,0,0,schedule,1,hit,1,55.63,61.33,2,2,1,1,wrong,球M,5.32,4.62,2.92,0.891,0.685,0.105,0.888,0.7,wrong_only,0,1,0,0,球M,wrong,correct,correct,0.095,0.685,1.0,0.891,4.54
