rec,card,era,flags,cfg,k,target,size,theta_unit,tier,occl,walking,stress,window_src,reliable,lcs,has_window,win_start_rel,win_end_rel,n_finals,n_obj_finals,n_acc,n_acc_e2,outcome_first,first_obj,first_lat_end,first_lat_start,first_lat_stare,first_share,first_capture,first_A,first_p_none,first_dur,outcome_any,any_correct,any_wrong,flip_wrong_then_correct,flip_correct_then_wrong,wrong_objs,first_e2,ungated_first,ungated_majority,ungated_majority_obj,ungated_majority_dur,gated_majority,gated_majority_obj,gated_majority_dur,best_target_capture,best_wrong_capture,best_target_share,best_wrong_share,dist_m
2026_08_16/000,e1,v7,,s25,1,苹果,fruit(4-5cm),4.22,≥2.5°,clear,0,0,schedule,1,hit,1,41.39,46.95,3,3,2,2,correct,苹果,3.08,-0.14,0.82,0.721,1.123,0.121,0.743,3.22,correct_only,1,0,0,0,,correct,correct,correct,苹果,5.05,correct,苹果,4.61,1.123,,0.721,,1.66
2026_08_16/000,e1,v7,,s25,2,球M,ball(3cm),8.3,≥2.5°,clear,0,0,schedule,1,hit,1,48.11,53.86,2,2,2,2,correct,球M,3.11,2.77,0.66,1.0,1.163,0.0,0.79,0.34,correct_only,1,0,0,0,,correct,correct,correct,球M,3.35,correct,球M,3.35,1.427,,1.0,,1.42
2026_08_16/000,e1,v7,,s25,3,石榴,fruit(4-5cm),6.01,≥2.5°,clear,0,0,schedule,1,hit,1,55.02,60.64,2,2,2,2,correct,石榴,2.51,0.06,0.19,0.86,1.044,0.233,0.815,2.46,correct_only,1,0,0,0,,correct,correct,correct,石榴,5.72,correct,石榴,5.72,1.044,,0.86,,1.64
2026_08_16/000,e1,v7,,s25,4,香蕉,banana,4.22,≥2.5°,clear,0,0,schedule,1,hit,1,61.8,67.43,4,4,4,4,correct,香蕉,2.61,-0.33,0.28,0.75,0.349,0.63,0.719,2.94,mixed,1,1,0,1,球M,correct,correct,correct,香蕉,4.56,correct,香蕉,4.56,0.379,0.373,0.75,0.517,1.52
2026_08_16/000,e1,v7,,s25,5,球R,ball(3cm),6.01,≥2.5°,clear,0,0,schedule,1,hit,1,68.59,74.27,2,2,2,2,correct,球R,2.35,1.85,-0.03,1.0,1.629,0.0,0.933,0.5,correct_only,1,0,0,0,,correct,correct,correct,球R,3.01,correct,球R,3.01,1.629,,1.0,,2.08
2026_08_16/000,e1,v7,,s25,6,球L,ball(3cm),5.53,≥2.5°,clear,0,0,schedule,1,hit,1,75.43,81.18,4,4,2,2,correct,球L,3.12,1.72,0.67,0.709,0.786,0.126,0.776,1.4,correct_only,1,0,0,0,,correct,correct,correct,球L,3.07,correct,球L,2.08,0.799,,0.709,,1.46
2026_08_16/000,e1,v7,,s25,7,球M,ball(3cm),8.3,≥2.5°,clear,0,0,schedule,1,hit,1,82.88,88.66,7,7,7,7,correct,球M,0.64,0.04,-1.84,1.0,1.183,0.0,0.787,0.6,correct_only,1,0,0,0,,correct,correct,correct,球M,5.02,correct,球M,5.02,1.363,,1.0,,1.46
2026_08_16/000,e1,v7,,s25,8,石榴,fruit(4-5cm),6.01,≥2.5°,clear,0,0,schedule,1,hit,1,89.82,95.4,1,1,1,1,correct,石榴,5.14,1.61,2.86,0.812,0.901,0.33,0.831,3.53,correct_only,1,0,0,0,,correct,correct,correct,石榴,3.53,correct,石榴,3.53,0.901,,0.812,,1.65
2026_08_16/000,e1,v7,,s25,9,香蕉,banana,4.22,≥2.5°,clear,0,0,schedule,1,hit,1,96.56,102.11,4,4,2,2,correct,香蕉,1.47,0.36,-0.78,0.756,0.382,0.741,0.71,1.1,correct_only,1,0,0,0,,correct,correct,correct,香蕉,2.11,correct,香蕉,2.11,0.382,0.711,0.756,0.44,1.6
2026_08_16/000,e1,v7,,s25,10,球L,ball(3cm),5.53,≥2.5°,clear,0,0,schedule,1,hit,1,103.27,109.12,1,1,1,1,correct,球L,5.71,2.11,3.16,0.507,0.711,0.288,0.738,3.6,correct_only,1,0,0,0,,correct,correct,correct,球L,3.6,correct,球L,3.6,0.711,,0.507,,1.49
