rec,card,room,map,station,tags,target,outcome,theta_deg,theta_src,vote,dur_s,dist_m
c1_3,c4,新房,v9,3.77m α26.7°,,球R,miss,0.96,station,0.29,3.5,3.75
c1_3,c4,新房,v9,3.77m α26.7°,,球M,hit,0.96,station,0.23,2.4,3.75
c1_3,c4,新房,v9,3.77m α26.7°,,球M,miss,0.96,station,0.23,2.4,3.75
c1_3,c4,新房,v9,3.77m α26.7°,,球L,miss,1.19,unit,,,
c1_3,c4,新房,v9,3.77m α26.7°,,球R,hit,0.96,unit,0.25,1.5,3.74
c1_3,c4,新房,v9,3.77m α26.7°,,球L,hit,0.96,station,0.23,9.1,3.73
c1_3,c4,新房,v9,3.77m α26.7°,,球L,hit,0.96,station,0.23,9.1,3.73
c1_3,c4,新房,v9,3.77m α26.7°,,球M,hit,0.77,unit,0.3,6.3,3.73
c1_3,c4,新房,v9,3.77m α26.7°,,球R,extra,0.96,unit,0.25,2.2,3.71
c1_3,c4,新房,v9,3.77m α26.7°,,球L,hit,1.19,unit,0.28,6.4,3.71
c1_3,c4,新房,v9,3.77m α26.7°,,球M,miss,0.77,unit,,,
c1_3,c4,新房,v9,3.77m α26.7°,,球R,hit,0.96,unit,0.28,5.7,3.73
c1_3,c4,新房,v9,3.77m α26.7°,,球L,extra,1.19,unit,0.27,1.0,3.71
c1_3,c4,新房,v9,3.77m α26.7°,,球L,extra,1.19,unit,0.23,32.8,3.74
c1_3,c4,新房,v9,3.77m α26.7°,,水瓶,extra,0.54,unit,0.25,6.7,3.72
c1_3,c4,新房,v9,3.77m α26.7°,,球L,extra,1.19,unit,0.23,6.7,3.7
c1_3,c4,新房,v9,3.77m α26.7°,,球M,hit,0.77,unit,0.22,4.5,3.72
c1_3,c4,新房,v9,3.77m α26.7°,,球R,miss,0.96,unit,,,
u3,u3,新房,v9,2.5m 边走,walking,球L,hit,1.36,unit,0.47,3.0,2.88
u3,u3,新房,v9,2.5m 边走,walking,球M,hit,1.44,unit,0.41,1.2,2.77
u3,u3,新房,v9,2.5m 边走,walking,球R,hit,1.75,unit,0.31,3.5,2.37
u3,u3,新房,v9,2.5m 边走,walking,球R,extra,1.75,unit,0.42,1.4,2.35
u3,u3,新房,v9,2.5m 边走,walking,球M,hit,1.44,unit,0.57,1.9,2.86
u3,u3,新房,v9,2.5m 边走,walking,球R,hit,1.75,unit,0.42,3.3,2.48
u3,u3,新房,v9,2.5m 边走,walking,球L,hit,1.36,unit,0.67,1.6,2.68
u3,u3,新房,v9,2.5m 边走,walking,球L,extra,1.36,unit,0.32,1.5,2.38
u3,u3,新房,v9,2.5m 边走,walking,球M,hit,1.44,unit,0.56,1.1,2.26
u3,u3,新房,v9,2.5m 边走,walking,球R,hit,1.75,unit,0.36,4.2,2.54
u3,u3,新房,v9,2.5m 边走,walking,球L,hit,1.36,unit,0.49,5.7,2.71
u3,u3,新房,v9,2.5m 边走,walking,球R,hit,1.75,unit,0.48,1.5,2.61
u3,u3,新房,v9,2.5m 边走,walking,球R,extra,1.75,unit,0.67,1.9,1.84
u3,u3,新房,v9,2.5m 边走,walking,球L,hit,1.36,unit,0.66,3.8,2.23
u3,u3,新房,v9,2.5m 边走,walking,水瓶,extra,0.44,unit,0.32,1.1,2.9
u3,u3,新房,v9,2.5m 边走,walking,球M,hit,1.44,unit,0.55,3.4,2.29
u3,u3,新房,v9,2.5m 边走,walking,球R,miss,1.75,unit,,,
u3,u3,新房,v9,2.5m 边走,walking,白杯1,extra,1.58,unit,0.26,1.8,3.1
u3,u3,新房,v9,2.5m 边走,walking,球M,extra,1.44,unit,0.26,1.6,3.29
u3,u3,新房,v9,2.5m 边走,walking,苹果粉,extra,1.82,unit,0.51,3.8,3.1
u3,u3,新房,v9,2.5m 边走,walking,球L,hit,1.36,unit,0.49,1.5,2.91
u3,u3,新房,v9,2.5m 边走,walking,球M,hit,1.44,unit,0.72,4.1,1.64
v1,v1,新房,v10,2.15m 正对,,网球M,extra,3.31,unit,1.0,1.0,1.91
v1,v1,新房,v10,2.15m 正对,,网球M,extra,3.31,unit,1.0,1.6,2.05
v1,v1,新房,v10,2.15m 正对,,网球L,hit,2.6,unit,1.0,5.4,2.04
v1,v1,新房,v10,2.15m 正对,,网球R,hit,1.96,unit,1.0,6.8,2.04
v1,v1,新房,v10,2.15m 正对,,网球M,hit,2.5999999999999996,station,1.0,11.9,2.06
v1,v1,新房,v10,2.15m 正对,,网球M,hit,2.5999999999999996,station,1.0,11.9,2.06
v1,v1,新房,v10,2.15m 正对,,网球R,hit,1.96,unit,0.98,6.5,2.07
v1,v1,新房,v10,2.15m 正对,,网球L,hit,2.6,unit,0.98,5.5,2.07
v1,v1,新房,v10,2.15m 正对,,网球R,hit,1.96,unit,0.91,5.6,2.12
v1,v1,新房,v10,2.15m 正对,,网球L,hit,2.6,unit,0.98,5.6,2.06
v1,v1,新房,v10,2.15m 正对,,网球M,hit,3.31,unit,0.99,6.6,2.13
v1,v1,新房,v10,2.15m 正对,,网球L,hit,2.5999999999999996,station,0.72,8.7,2.19
v1,v1,新房,v10,2.15m 正对,,网球L,hit,2.5999999999999996,station,0.72,8.7,2.19
v1,v1,新房,v10,2.15m 正对,,网球L,extra,2.6,unit,0.54,3.6,2.17
v1,v1,新房,v10,2.15m 正对,,网球R,hit,2.5999999999999996,station,0.85,13.8,2.15
v1,v1,新房,v10,2.15m 正对,,网球R,hit,2.5999999999999996,station,0.85,13.8,2.15
v1,v1,新房,v10,2.15m 正对,,网球M,hit,2.5999999999999996,station,0.98,12.8,2.13
v1,v1,新房,v10,2.15m 正对,,网球M,hit,2.5999999999999996,station,0.98,12.8,2.13
v2,v2,新房,v10,3.46m 正对,,网球M,hit,1.78,unit,1.0,5.1,3.23
v2,v2,新房,v10,3.46m 正对,,网球R,hit,0.85,unit,0.97,6.3,3.34
v2,v2,新房,v10,3.46m 正对,,网球L,hit,1.09,unit,0.84,6.7,3.32
v2,v2,新房,v10,3.46m 正对,,网球R,hit,0.85,unit,0.75,6.5,3.32
v2,v2,新房,v10,3.46m 正对,,网球L,hit,1.09,unit,0.85,6.6,3.29
v2,v2,新房,v10,3.46m 正对,,网球M,hit,1.78,unit,0.93,6.6,3.26
v2,v2,新房,v10,3.46m 正对,,网球R,hit,0.85,unit,0.67,5.7,3.33
v2,v2,新房,v10,3.46m 正对,,网球M,hit,1.08,station,1.0,8.2,3.25
v2,v2,新房,v10,3.46m 正对,,网球M,hit,1.08,station,1.0,8.2,3.25
v2,v2,新房,v10,3.46m 正对,,网球L,hit,1.09,unit,1.0,6.8,3.32
v2,v2,新房,v10,3.46m 正对,,网球R,hit,1.08,station,0.76,13.7,3.32
v2,v2,新房,v10,3.46m 正对,,网球R,hit,1.08,station,0.76,13.7,3.32
v2,v2,新房,v10,3.46m 正对,,网球L,hit,1.09,unit,0.7,6.8,3.31
v2,v2,新房,v10,3.46m 正对,,网球M,hit,1.78,unit,0.8,7.2,3.29
v2,v2,新房,v10,3.46m 正对,,网球L,hit,1.09,unit,0.67,5.3,3.31
p1_v1,v1,新房,v10,1.70m 正对,p1,网球M,extra,3.92,unit,0.98,2.8,1.72
p1_v1,v1,新房,v10,1.70m 正对,p1,网球L,hit,2.98,unit,1.0,4.9,1.69
p1_v1,v1,新房,v10,1.70m 正对,p1,网球R,hit,2.19,unit,0.97,6.2,1.69
p1_v1,v1,新房,v10,1.70m 正对,p1,网球M,hit,2.83,station,1.0,13.3,1.68
p1_v1,v1,新房,v10,1.70m 正对,p1,网球M,hit,2.83,station,1.0,13.3,1.68
p1_v1,v1,新房,v10,1.70m 正对,p1,网球R,hit,2.19,unit,0.92,6.4,1.67
p1_v1,v1,新房,v10,1.70m 正对,p1,网球L,hit,2.98,unit,0.98,6.1,1.69
p1_v1,v1,新房,v10,1.70m 正对,p1,网球R,hit,2.19,unit,0.94,5.1,1.67
p1_v1,v1,新房,v10,1.70m 正对,p1,网球L,hit,2.98,unit,1.0,5.9,1.7
p1_v1,v1,新房,v10,1.70m 正对,p1,网球M,hit,3.92,unit,1.0,6.7,1.71
p1_v1,v1,新房,v10,1.70m 正对,p1,网球L,hit,2.83,station,0.97,13.2,1.71
p1_v1,v1,新房,v10,1.70m 正对,p1,网球L,hit,2.83,station,0.97,13.2,1.71
p1_v1,v1,新房,v10,1.70m 正对,p1,网球R,hit,2.83,station,0.98,11.9,1.68
p1_v1,v1,新房,v10,1.70m 正对,p1,网球R,hit,2.83,station,0.98,11.9,1.68
p1_v1,v1,新房,v10,1.70m 正对,p1,网球M,hit,2.83,station,1.0,12.2,1.66
p1_v1,v1,新房,v10,1.70m 正对,p1,网球M,hit,2.83,station,1.0,12.2,1.66
v4,v4,新房,v10,2.5m 边走,walking,网球M,hit,2.84,unit,0.68,1.0,2.68
v4,v4,新房,v10,2.5m 边走,walking,苹果红,extra,0.95,unit,0.66,1.9,2.6
v4,v4,新房,v10,2.5m 边走,walking,网球M,extra,2.84,unit,0.8,6.2,2.47
v4,v4,新房,v10,2.5m 边走,walking,网球L,hit,2.22,unit,0.99,6.9,2.27
v4,v4,新房,v10,2.5m 边走,walking,白杯1,extra,0.69,unit,0.72,1.8,2.43
v4,v4,新房,v10,2.5m 边走,walking,网球R,hit,1.67,unit,0.49,4.4,2.31
v4,v4,新房,v10,2.5m 边走,walking,网球M,hit,1.75,station,0.52,10.2,2.62
v4,v4,新房,v10,2.5m 边走,walking,网球M,hit,1.75,station,0.52,10.2,2.62
v4,v4,新房,v10,2.5m 边走,walking,网球L,hit,1.75,station,0.97,11.8,2.42
v4,v4,新房,v10,2.5m 边走,walking,网球L,hit,1.75,station,0.97,11.8,2.42
v4,v4,新房,v10,2.5m 边走,walking,网球R,hit,1.67,unit,0.7,6.3,2.76
v4,v4,新房,v10,2.5m 边走,walking,网球M,hit,1.75,station,0.4,13.4,2.75
v4,v4,新房,v10,2.5m 边走,walking,网球M,hit,1.75,station,0.4,13.4,2.75
v4,v4,新房,v10,2.5m 边走,walking,网球R,hit,1.67,unit,0.44,5.5,2.53
v4,v4,新房,v10,2.5m 边走,walking,网球L,hit,2.22,unit,0.83,6.4,2.49
v4,v4,新房,v10,2.5m 边走,walking,网球R,hit,1.75,station,0.42,12.9,2.65
v4,v4,新房,v10,2.5m 边走,walking,网球R,hit,1.75,station,0.42,12.9,2.65
v4,v4,新房,v10,2.5m 边走,walking,网球L,hit,2.22,unit,1.0,6.9,1.59
p1_v4,v4,新房,v10,2.2m 边走,p1|walking,网球M,hit,2.69,unit,1.0,3.4,1.96
p1_v4,v4,新房,v10,2.2m 边走,p1|walking,网球M,extra,2.69,unit,0.99,7.2,2.03
p1_v4,v4,新房,v10,2.2m 边走,p1|walking,网球L,hit,1.95,unit,0.99,6.5,2.02
p1_v4,v4,新房,v10,2.2m 边走,p1|walking,网球R,hit,1.49,unit,1.0,6.3,1.86
p1_v4,v4,新房,v10,2.2m 边走,p1|walking,网球M,hit,1.72,station,1.0,8.3,2.13
p1_v4,v4,新房,v10,2.2m 边走,p1|walking,网球M,hit,1.72,station,1.0,8.3,2.13
p1_v4,v4,新房,v10,2.2m 边走,p1|walking,网球L,hit,1.72,station,0.99,7.4,1.96
p1_v4,v4,新房,v10,2.2m 边走,p1|walking,网球L,hit,1.72,station,0.99,7.4,1.96
p1_v4,v4,新房,v10,2.2m 边走,p1|walking,网球L,extra,1.95,unit,0.86,3.5,2.29
p1_v4,v4,新房,v10,2.2m 边走,p1|walking,网球R,hit,1.49,unit,0.97,6.6,2.22
p1_v4,v4,新房,v10,2.2m 边走,p1|walking,网球M,hit,1.72,station,0.99,13.3,2.16
p1_v4,v4,新房,v10,2.2m 边走,p1|walking,网球M,hit,1.72,station,0.99,13.3,2.16
p1_v4,v4,新房,v10,2.2m 边走,p1|walking,网球R,hit,1.49,unit,0.79,6.2,2.34
p1_v4,v4,新房,v10,2.2m 边走,p1|walking,网球L,hit,1.95,unit,0.99,6.3,1.83
p1_v4,v4,新房,v10,2.2m 边走,p1|walking,网球R,hit,1.72,station,0.95,12.4,2.19
p1_v4,v4,新房,v10,2.2m 边走,p1|walking,网球R,hit,1.72,station,0.95,12.4,2.19
p1_v4,v4,新房,v10,2.2m 边走,p1|walking,网球L,hit,1.95,unit,0.92,5.3,2.29
v1_near,v1,新房,v10,1.34m α-17°,,网球M,extra,5.02,unit,1.0,1.1,2.34
v1_near,v1,新房,v10,1.34m α-17°,,网球M,extra,5.02,unit,1.0,1.1,1.15
v1_near,v1,新房,v10,1.34m α-17°,,网球M,extra,5.02,unit,1.0,2.2,1.26
v1_near,v1,新房,v10,1.34m α-17°,,网球L,hit,5.67,unit,1.0,8.7,1.27
v1_near,v1,新房,v10,1.34m α-17°,,网球R,hit,4.45,unit,1.0,6.4,1.41
v1_near,v1,新房,v10,1.34m α-17°,,网球M,hit,4.625,station,1.0,12.9,1.36
v1_near,v1,新房,v10,1.34m α-17°,,网球M,hit,4.625,station,1.0,12.9,1.36
v1_near,v1,新房,v10,1.34m α-17°,,网球R,hit,4.45,unit,0.97,6.3,1.43
v1_near,v1,新房,v10,1.34m α-17°,,网球L,hit,5.67,unit,1.0,5.8,1.29
v1_near,v1,新房,v10,1.34m α-17°,,网球R,hit,4.45,unit,0.97,6.2,1.44
v1_near,v1,新房,v10,1.34m α-17°,,网球L,hit,5.67,unit,1.0,6.3,1.27
v1_near,v1,新房,v10,1.34m α-17°,,网球M,hit,5.02,unit,0.97,6.8,1.4
v1_near,v1,新房,v10,1.34m α-17°,,网球L,hit,4.625,station,1.0,13.6,1.28
v1_near,v1,新房,v10,1.34m α-17°,,网球L,hit,4.625,station,1.0,13.6,1.28
v1_near,v1,新房,v10,1.34m α-17°,,白杯2,extra,4.45,unit,0.85,4.4,1.46
v1_near,v1,新房,v10,1.34m α-17°,,白杯1,extra,3.21,unit,0.56,1.8,1.46
v1_near,v1,新房,v10,1.34m α-17°,,网球R,hit,4.625,station,0.92,6.8,1.45
v1_near,v1,新房,v10,1.34m α-17°,,网球R,miss,4.625,station,0.92,6.8,1.45
v1_near,v1,新房,v10,1.34m α-17°,,网球M,hit,4.625,station,1.0,12.5,1.38
v1_near,v1,新房,v10,1.34m α-17°,,网球M,hit,4.625,station,1.0,12.5,1.38
v2_near,v2,新房,v10,1.26m α+23°,,网球M,hit,5.91,unit,1.0,6.9,1.15
v2_near,v2,新房,v10,1.26m α+23°,,网球R,hit,6.25,unit,1.0,6.6,1.1
v2_near,v2,新房,v10,1.26m α+23°,,网球L,hit,7.76,unit,1.0,6.5,1.23
v2_near,v2,新房,v10,1.26m α+23°,,网球R,hit,6.25,unit,1.0,5.8,1.08
v2_near,v2,新房,v10,1.26m α+23°,,网球L,hit,7.76,unit,1.0,6.5,1.21
v2_near,v2,新房,v10,1.26m α+23°,,网球M,hit,5.91,unit,1.0,6.1,1.15
v2_near,v2,新房,v10,1.26m α+23°,,网球R,hit,6.25,unit,0.8,5.3,1.19
v2_near,v2,新房,v10,1.26m α+23°,,网球M,hit,6.54,station,1.0,14.6,1.37
v2_near,v2,新房,v10,1.26m α+23°,,网球M,hit,6.54,station,1.0,14.6,1.37
v2_near,v2,新房,v10,1.26m α+23°,,网球L,hit,7.76,unit,1.0,6.1,1.37
v2_near,v2,新房,v10,1.26m α+23°,,网球R,hit,6.54,station,0.92,3.6,1.29
v2_near,v2,新房,v10,1.26m α+23°,,网球R,miss,6.54,station,0.92,3.6,1.29
v2_near,v2,新房,v10,1.26m α+23°,,白杯1,extra,3.56,unit,0.93,2.8,1.31
v2_near,v2,新房,v10,1.26m α+23°,,网球R,extra,6.25,unit,0.64,6.1,1.34
v2_near,v2,新房,v10,1.26m α+23°,,网球L,hit,7.76,unit,1.0,6.7,1.39
v2_near,v2,新房,v10,1.26m α+23°,,网球M,hit,5.91,unit,0.86,6.9,1.37
v2_near,v2,新房,v10,1.26m α+23°,,网球L,hit,7.76,unit,1.0,7.9,1.39
v2_near_p2,v2,新房,v10,1.05m α-25°,p2,网球M,hit,5.56,unit,1.0,1.0,0.98
v2_near_p2,v2,新房,v10,1.05m α-25°,p2,网球R,miss,5.16,unit,,,
v2_near_p2,v2,新房,v10,1.05m α-25°,p2,网球L,miss,6.29,unit,,,
v2_near_p2,v2,新房,v10,1.05m α-25°,p2,网球M,extra,5.56,unit,1.0,6.5,1.01
v2_near_p2,v2,新房,v10,1.05m α-25°,p2,网球R,hit,5.16,unit,1.0,6.4,1.1
v2_near_p2,v2,新房,v10,1.05m α-25°,p2,网球L,hit,6.29,unit,1.0,10.8,0.95
v2_near_p2,v2,新房,v10,1.05m α-25°,p2,网球M,hit,5.56,unit,1.0,6.8,0.99
v2_near_p2,v2,新房,v10,1.05m α-25°,p2,网球R,miss,5.16,unit,,,
v2_near_p2,v2,新房,v10,1.05m α-25°,p2,网球L,extra,6.29,unit,1.0,6.0,0.9
v2_near_p2,v2,新房,v10,1.05m α-25°,p2,网球M,hit,5.555,station,1.0,7.4,1.0
v2_near_p2,v2,新房,v10,1.05m α-25°,p2,网球M,hit,5.555,station,1.0,7.4,1.0
v2_near_p2,v2,新房,v10,1.05m α-25°,p2,网球L,hit,6.29,unit,1.0,1.5,1.02
v2_near_p2,v2,新房,v10,1.05m α-25°,p2,网球M,extra,5.56,unit,1.0,6.8,1.11
v2_near_p2,v2,新房,v10,1.05m α-25°,p2,网球R,hit,5.555,station,1.0,12.6,1.18
v2_near_p2,v2,新房,v10,1.05m α-25°,p2,网球R,hit,5.555,station,1.0,12.6,1.18
v2_near_p2,v2,新房,v10,1.05m α-25°,p2,网球L,hit,6.29,unit,1.0,6.4,0.97
v2_near_p2,v2,新房,v10,1.05m α-25°,p2,网球R,extra,5.16,unit,1.0,13.4,1.16
v2_near_p2,v2,新房,v10,1.05m α-25°,p2,网球M,hit,5.56,unit,1.0,7.1,1.04
v2_near_p2,v2,新房,v10,1.05m α-25°,p2,网球L,hit,6.29,unit,1.0,6.1,1.0
v6_far,v6,新房,v10,2.99m 正对,,香蕉,miss,0.45,unit,,,
v6_far,v6,新房,v10,2.99m 正对,,网球M,extra,1.89,unit,0.42,6.8,2.86
v6_far,v6,新房,v10,2.99m 正对,,白杯1,hit,0.62,unit,0.82,6.9,2.85
v6_far,v6,新房,v10,2.99m 正对,,网球R,hit,1.07,unit,0.98,6.1,2.87
v6_far,v6,新房,v10,2.99m 正对,,白杯1,hit,0.62,unit,0.7,6.6,2.88
v6_far,v6,新房,v10,2.99m 正对,,苹果红,hit,0.45,unit,0.58,6.6,2.92
v6_far,v6,新房,v10,2.99m 正对,,网球M,hit,1.89,unit,0.45,5.9,2.88
v6_far,v6,新房,v10,2.99m 正对,,橘子,miss,0.62,unit,,,
v6_far,v6,新房,v10,2.99m 正对,,苹果粉,miss,1.38,unit,,,
v6_far,v6,新房,v10,2.99m 正对,,白杯2,miss,1.07,unit,,,
v6_far,v6,新房,v10,2.99m 正对,,香蕉,miss,0.45,unit,,,
v6_far,v6,新房,v10,2.99m 正对,,网球M,extra,1.89,unit,0.52,3.0,2.89
v6_far,v6,新房,v10,2.99m 正对,,白杯1,extra,0.62,unit,0.71,3.5,2.91
v6_far,v6,新房,v10,2.99m 正对,,网球L,hit,1.38,unit,0.35,6.3,2.85
v6_far,v6,新房,v10,2.99m 正对,,网球R,extra,1.07,unit,0.45,6.4,2.93
v6_far,v6,新房,v10,2.99m 正对,,苹果红,extra,0.45,unit,0.5,5.2,2.87
v6_far,v6,新房,v10,2.99m 正对,,网球M,extra,1.89,unit,0.5,1.6,2.88
v6_far,v6,新房,v10,2.99m 正对,,网球L,extra,1.38,unit,0.55,4.8,2.85
v6_far,v6,新房,v10,2.99m 正对,,苹果红,extra,0.45,unit,0.62,2.1,2.84
v6_far,v6,新房,v10,2.99m 正对,,苹果粉,hit,1.38,unit,0.53,2.2,2.85
v6_far,v6,新房,v10,2.99m 正对,,苹果粉,extra,1.38,unit,0.41,3.4,2.86
v6_mid,v6,新房,v10,1.80m 正对,,香蕉,miss,1.48,unit,,,
v6_mid,v6,新房,v10,1.80m 正对,,苹果红,extra,1.48,unit,0.4,6.3,1.98
v6_mid,v6,新房,v10,1.80m 正对,,白杯1,hit,1.43,unit,0.96,6.7,1.89
v6_mid,v6,新房,v10,1.80m 正对,,网球R,hit,2.69,unit,0.68,5.3,1.8
v6_mid,v6,新房,v10,1.80m 正对,,白杯1,hit,1.43,unit,0.76,6.4,1.91
v6_mid,v6,新房,v10,1.80m 正对,,苹果红,hit,1.48,unit,0.85,6.3,1.91
v6_mid,v6,新房,v10,1.80m 正对,,网球M,hit,4.03,unit,0.54,4.5,1.89
v6_mid,v6,新房,v10,1.80m 正对,,橘子,hit,1.43,unit,0.63,6.3,1.91
v6_mid,v6,新房,v10,1.80m 正对,,苹果粉,hit,2.96,unit,0.99,6.4,1.91
v6_mid,v6,新房,v10,1.80m 正对,,白杯2,hit,2.69,unit,1.0,6.5,1.91
v6_mid,v6,新房,v10,1.80m 正对,,香蕉,hit,1.48,unit,0.99,4.1,1.91
v6_mid,v6,新房,v10,1.80m 正对,,网球L,hit,3.59,unit,0.95,6.4,1.8
v6_mid,v6,新房,v10,1.80m 正对,,苹果粉,hit,2.96,unit,0.93,6.5,1.78
v6_near,v6,新房,v10,1.23m α-24°,,香蕉,hit,2.96,unit,0.83,6.5,1.36
v6_near,v6,新房,v10,1.23m α-24°,,白杯1,hit,3.99,unit,1.0,6.8,1.3
v6_near,v6,新房,v10,1.23m α-24°,,网球R,hit,4.6,unit,1.0,6.2,1.31
v6_near,v6,新房,v10,1.23m α-24°,,白杯1,hit,3.99,unit,1.0,6.0,1.31
v6_near,v6,新房,v10,1.23m α-24°,,苹果红,hit,2.96,unit,1.0,6.5,1.27
v6_near,v6,新房,v10,1.23m α-24°,,网球M,hit,5.43,unit,1.0,6.0,1.2
v6_near,v6,新房,v10,1.23m α-24°,,橘子,hit,3.99,unit,1.0,6.6,1.36
v6_near,v6,新房,v10,1.23m α-24°,,苹果粉,hit,4.65,unit,0.93,6.3,1.29
v6_near,v6,新房,v10,1.23m α-24°,,白杯2,hit,5.13,unit,1.0,6.3,1.36
v6_near,v6,新房,v10,1.23m α-24°,,香蕉,hit,2.96,unit,1.0,6.8,1.35
v6_near,v6,新房,v10,1.23m α-24°,,网球L,hit,6.42,unit,1.0,6.7,1.17
v6_near,v6,新房,v10,1.23m α-24°,,苹果粉,hit,4.65,unit,0.99,6.2,1.25
v6_move,v6,新房,v10,1.1m 边走,walking,香蕉,hit,3.99,unit,0.95,4.4,1.16
v6_move,v6,新房,v10,1.1m 边走,walking,白杯1,hit,4.69,unit,1.0,4.8,1.07
v6_move,v6,新房,v10,1.1m 边走,walking,网球R,hit,6.17,unit,1.0,5.1,1.14
v6_move,v6,新房,v10,1.1m 边走,walking,白杯1,hit,4.69,unit,1.0,5.4,1.13
v6_move,v6,新房,v10,1.1m 边走,walking,苹果红,hit,3.99,unit,1.0,6.5,1.2
v6_move,v6,新房,v10,1.1m 边走,walking,网球M,hit,7.1,unit,1.0,6.0,1.1
v6_move,v6,新房,v10,1.1m 边走,walking,橘子,hit,4.69,unit,1.0,5.2,1.27
v6_move,v6,新房,v10,1.1m 边走,walking,苹果粉,hit,5.58,unit,1.0,2.2,1.25
v6_move,v6,新房,v10,1.1m 边走,walking,苹果粉,extra,5.58,unit,1.0,2.1,1.24
v6_move,v6,新房,v10,1.1m 边走,walking,白杯2,hit,6.68,unit,1.0,5.4,1.15
v6_move,v6,新房,v10,1.1m 边走,walking,香蕉,hit,3.99,unit,0.96,3.3,1.21
v6_move,v6,新房,v10,1.1m 边走,walking,香蕉,extra,3.99,unit,0.94,1.9,1.19
v6_move,v6,新房,v10,1.1m 边走,walking,网球L,hit,8.53,unit,1.0,5.5,1.15
v6_move,v6,新房,v10,1.1m 边走,walking,苹果粉,hit,5.58,unit,1.0,4.5,1.1
